"JAPON,TECUN UMAN,05/06/2017, 8703236900,2012,MAZDA,MAZDA3I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16108.98,1933.08,",
"ESTADOS UNIDOS,PUERTO QUETZAL,05/06/2017, 8703237900,2005,MAZDA,3,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,3,4,0,38690.69,4642.88,",
"JAPON,EL CARMEN,05/06/2017, 8703237900,2005,MAZDA,MAZDA3 S,2300,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,5,0,9400.58,1128.07,",
"JAPON,PUERTO BARRIOS,05/06/2017, 8703236900,2009,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12158.97,1459.08,",
"JAPON,EL CARMEN,05/06/2017, 8703236900,2005,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16035.43,1924.25,",
"JAPON,SANTO TOMAS DE CASTILLA,18/05/2017, 8703236900,2010,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12082.81,1449.94,",
"JAPON,EL CARMEN,23/05/2017, 8703236900,1999,MAZDA,PROTEGE ES,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15990.3,1918.84,",
"JAPON,PUERTO BARRIOS,06/06/2017, 8703236900,2013,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17737.72,2128.53,",
"JAPON,TECUN UMAN,06/06/2017, 8703237900,2014,MAZDA,MAZDA3 S GRAND TOURING,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25213.59,3025.63,",
"ESTADOS UNIDOS,TECUN UMAN,08/05/2017, 8703237900,2005,MAZDA,MAZDA6 GRAND TOURING,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22445.1,2693.41,",
"JAPON,PUERTO BARRIOS,09/05/2017, 8703236900,2003,MAZDA,PROTEGE 5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,8385.05,1006.21,",
"JAPON,PUERTO BARRIOS,17/05/2017, 8703237900,2006,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9154.7,1098.56,",
"JAPON,EL CARMEN,23/05/2017, 8703237900,2007,MAZDA,CX-7 GRAND TOURING 4X2,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20743.38,2489.21,",
"JAPON,TECUN UMAN,25/05/2017, 8703236900,2007,MAZDA,3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13619.22,1634.31,",
"JAPON,EL CARMEN,25/05/2017, 8703236900,2010,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23347.24,2801.67,",
"JAPON,PUERTO BARRIOS,11/05/2017, 8703236900,2007,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9848.76,1181.85,",
"JAPON,EL CARMEN,11/05/2017, 8703236900,2007,MAZDA,MAZDA3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11645.44,1397.45,",
"JAPON,PUERTO BARRIOS,18/05/2017, 8703236900,2008,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14113.72,1693.65,",
"JAPON,TECUN UMAN,07/06/2017, 8703236900,2014,MAZDA,CX-5 SPORT 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26705.82,3204.7,",
"JAPON,PUERTO BARRIOS,26/05/2017, 8703236900,2010,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19384.55,2326.15,",
"ESTADOS UNIDOS,PUERTO BARRIOS,26/05/2017, 8703237900,2004,MAZDA,MAZDA6 I,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15394.48,1847.34,",
"JAPON,PUERTO BARRIOS,26/05/2017, 8703237900,2010,MAZDA,MAZDA 3,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14617.06,1754.05,",
"JAPON,PUERTO BARRIOS,09/05/2017, 8703236900,2006,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12874.68,1544.96,",
"JAPON,EL CARMEN,10/05/2017, 8703237900,2014,MAZDA,CX-5 4X2 TOURING,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,35807.98,4296.96,",
"JAPON,PUERTO BARRIOS,25/05/2017, 8703237900,2016,MAZDA,CX-5 TOURING SPORT 4X2,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,40564,4867.68,",
"JAPON,EL CARMEN,25/05/2017, 8703236900,2002,MAZDA,PROTEGE DX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10866.01,1303.92,",
"JAPON,SANTO TOMAS DE CASTILLA,25/05/2017, 8704315100,1992,MAZDA,B2600I LE-S CP 4X2,2600,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,10484.23,1258.11,",
"JAPON,SANTO TOMAS DE CASTILLA,26/05/2017, 8703236900,2012,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12549.22,1505.91,",
"JAPON,TECUN UMAN,26/05/2017, 8703236900,2002,MAZDA,PROTEGE DX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15284.26,1834.11,",
"JAPON,PUERTO BARRIOS,26/05/2017, 8703236900,2007,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15100.55,1812.07,",
"JAPON,G8"," CENTRALSA,18/05/2017, 8703237900,2006,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,5,4,0,9857.91,1182.95,"
"ESTADOS UNIDOS,EL CARMEN,15/05/2017, 8703237900,2004,MAZDA,TRIBUTE 4X2 LX,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9848.08,1181.77,",
"JAPON,G8"," CENTRALSA,18/05/2017, 8703236900,2010,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12362.02,1483.44,"
"JAPON,EL CARMEN,15/05/2017, 8703236900,2010,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15252.43,1830.29,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703237900,2005,MAZDA,MAZDA6 I,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8196.95,983.63,",
"JAPON,TECUN UMAN,19/05/2017, 8703226900,2011,MAZDA,2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16820.3,2018.44,",
"JAPON,PUERTO BARRIOS,19/05/2017, 8703236900,2013,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10988.58,1318.63,",
"JAPON,EL CARMEN,19/05/2017, 8703236900,2003,MAZDA,PROTEGE MAZDASPEED,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17275.1,2073.01,",
"JAPON,PUERTO BARRIOS,22/05/2017, 8703236900,2011,MAZDA,MAZDA2 TOURING,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17700.56,2124.07,",
"JAPON,EL CARMEN,20/05/2017, 8703236900,2011,MAZDA,MAZDA 3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20649.43,2477.93,",
"JAPON,EL CARMEN,20/05/2017, 8703236900,2010,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14839.72,1780.77,",
"JAPON,PUERTO QUETZAL,09/05/2017, 8703236900,2018,MAZDA,CX-3 WAGON 4X2 AUTOMATICA,1997,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,114542.18,13745.06,",
"JAPON,PUERTO QUETZAL,09/05/2017, 8703236900,2018,MAZDA,CX-3 WAGON 4X2 AUTOMATICA,1997,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,565455.21,67854.63,",
"JAPON,PUERTO QUETZAL,09/05/2017, 8703236900,2018,MAZDA,CX-3 WAGON 4X2 AUTOMATICA,1997,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,565455.21,67854.63,",
"JAPON,PUERTO QUETZAL,09/05/2017, 8703236900,2018,MAZDA,CX-3 WAGON 4X2 AUTOMATICA,1997,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,565455.21,67854.63,",
"JAPON,PUERTO QUETZAL,09/05/2017, 8703236900,2018,MAZDA,CX-3 WAGON 4X2 AUTOMATICA,1997,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,565455.21,67854.63,",
"JAPON,PUERTO QUETZAL,09/05/2017, 8703236900,2018,MAZDA,CX-3 WAGON 4X2 AUTOMATICA,1997,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,565455.21,67854.63,",
"JAPON,EL CARMEN,11/05/2017, 8703236900,2010,MAZDA,MAZDA3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15363.47,1843.62,",
"JAPON,EL CARMEN,22/05/2017, 8703237900,2007,MAZDA,CX-7 4X2 GRAND TOURING,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29756.1,3570.73,",
"JAPON,SANTO TOMAS DE CASTILLA,11/05/2017, 8703236900,2014,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,30015.61,3601.87,",
"JAPON,TECUN UMAN,11/05/2017, 8703237900,2009,MAZDA,MAZDA5 GRAND TOURING,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,6,4,0,15253.47,1830.42,",
"JAPON,SANTO TOMAS DE CASTILLA,20/05/2017, 8703236900,2014,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,31579.33,3789.52,",
"JAPON,PUERTO BARRIOS,18/05/2017, 8703236900,2008,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9553.34,1146.4,",
"JAPON,PUERTO BARRIOS,22/05/2017, 8703237900,2012,MAZDA,MAZDA5 TOURING,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,27776.27,3333.15,",
"JAPON,PUERTO BARRIOS,29/05/2017, 8703236900,2013,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14504.51,1740.54,",
"JAPON,PUERTO BARRIOS,31/05/2017, 8703236900,2014,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19396.16,2327.54,",
"JAPON,SANTO TOMAS DE CASTILLA,31/05/2017, 8703237900,2013,MAZDA,MAZDA5 SPORT,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,5,4,0,13734.66,1648.16,",
"JAPON,G8"," CENTRALSA,02/06/2017, 8703237900,2006,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,17348.28,2081.79,"
"JAPON,EL CARMEN,01/06/2017, 8703226900,2012,MAZDA,MAZDA2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15104.33,1812.52,",
"JAPON,EL CARMEN,01/06/2017, 8703236900,2001,MAZDA,PROTEGE LX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17510.14,2101.22,",
"JAPON,SANTO TOMAS DE CASTILLA,12/05/2017, 8703236900,2013,MAZDA,MAZDA3 I GRAND TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16777.68,2013.32,",
"JAPON,G8"," CENTRALSA,01/06/2017, 8703237900,2010,MAZDA,MAZDA 3S,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13874.53,1664.94,"
"JAPON,PUERTO BARRIOS,19/05/2017, 8703226900,2011,MAZDA,MAZDA2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12602.39,1512.29,",
"JAPON,EL CARMEN,21/05/2017, 8703237900,2004,MAZDA,MAZDA3 s,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18925.59,2271.07,",
"JAPON,EL CARMEN,02/06/2017, 8703237900,2010,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,20000.67,2400.08,",
"JAPON,EL CARMEN,02/06/2017, 8703236900,2007,MAZDA,MAZDA3 i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16777.61,2013.31,",
"JAPON,TECUN UMAN,13/05/2017, 8703237900,2015,MAZDA,CX-5 TOURING AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,51616.28,6193.95,",
"JAPON,EL CARMEN,16/05/2017, 8703237900,2007,MAZDA,MAZDA3 s SPORT,2300,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,10801.36,1296.16,",
"JAPON,EL CARMEN,15/05/2017, 8703236900,2009,MAZDA,MAZDA3 i TOURING VALUE,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26985.07,3238.21,",
"JAPON,TECUN UMAN,15/05/2017, 8703236900,1999,MAZDA,PROTEGE LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10398.05,1247.77,",
"JAPON,PUERTO BARRIOS,30/05/2017, 8703237900,2004,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11816.87,1418.02,",
"JAPON,TECUN UMAN,08/05/2017, 8703236900,2013,MAZDA,MAZDA2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,45330.3,5439.64,",
"JAPON,PUERTO BARRIOS,10/05/2017, 8703237400,2005,MAZDA,MPV LX,3000,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,9155.33,1098.64,",
"JAPON,SANTO TOMAS DE CASTILLA,11/05/2017, 8703237900,2011,MAZDA,CX-7 I SV 4X2,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27206.91,3264.83,",
"JAPON,PUERTO BARRIOS,11/05/2017, 8703237900,2015,MAZDA,CX-5 GRAN TOURING 4X2,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,35163.65,4219.64,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,11/05/2017, 8703237900,2003,MAZDA,MAZDA6 i,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17086.82,2050.42,",
"JAPON,PUERTO BARRIOS,11/05/2017, 8703236900,2011,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12598.78,1511.85,",
"JAPON,SANTO TOMAS DE CASTILLA,11/05/2017, 8703237900,2014,MAZDA,CX-5 TOURING 4X4,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,39292.36,4715.08,",
"JAPON,PUERTO BARRIOS,08/05/2017, 8703237900,2009,MAZDA,CX-7 4X2,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21330.18,2559.62,",
"JAPON,EL CARMEN,12/05/2017, 8704315100,1987,MAZDA,B2000 CAB PLUS 4X2,2000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18078.02,2169.36,",
"MEXICO,PUERTO BARRIOS,17/05/2017, 8703236900,2016,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24962.71,2995.53,",
"JAPON,SANTO TOMAS DE CASTILLA,11/05/2017, 8703236900,2007,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11865.44,1423.85,",
"JAPON,EL CARMEN,14/05/2017, 8703236900,2001,MAZDA,PROTEGE DX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10119.4,1214.33,",
"JAPON,SANTO TOMAS DE CASTILLA,15/05/2017, 8703226900,2013,MAZDA,2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25335.17,3040.22,",
"JAPON,EL CARMEN,16/05/2017, 8703237900,2005,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23318.62,2798.23,",
"JAPON,PUERTO BARRIOS,12/05/2017, 8703237900,2008,MAZDA,CX-7 GRAND TOURING 4X2,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11131.34,1335.76,",
"JAPON,EL CARMEN,15/05/2017, 8703236900,2008,MAZDA,MAZDA3 i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15347.76,1841.73,",
"JAPON,PUERTO BARRIOS,08/05/2017, 8703236900,2013,MAZDA,CX-5 TOURING 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,36733.68,4408.04,",
"MEXICO,PUERTO BARRIOS,08/05/2017, 8703236900,2015,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26464.68,3175.76,",
"JAPON,EL CARMEN,11/05/2017, 8703237900,2007,MAZDA,MAZDA5 GRAND TOURING,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,10032.09,1203.85,",
"JAPON,PUERTO BARRIOS,15/05/2017, 8703237900,2011,MAZDA,CX-7 I SPORT 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25833.81,3100.06,",
"ESTADOS UNIDOS,EXPRESS AEREO,08/05/2017, 8703236900,2012,MAZDA,MAZDA 3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16824.49,2018.94,",
"JAPON,PUERTO BARRIOS,08/05/2017, 8703236900,2013,MAZDA,CX-5 TOURING 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,48264.3,5791.72,",
"JAPON,PUERTO BARRIOS,09/05/2017, 8703237900,2007,MAZDA,CX-7 GRAND TOURING 4X2,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14547.29,1745.67,",
"TAILANDIA,PUERTO QUETZAL,09/05/2017, 8704215900,2018,MAZDA,BT-50 4X4 DOB CAB AUTOMAT,3198,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,305044.67,36605.36,",
"TAILANDIA,PUERTO QUETZAL,09/05/2017, 8704215900,2018,MAZDA,BT-50 4X4 DOB CAB AUTOMAT,3198,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,305044.67,36605.36,",
"JAPON,SANTO TOMAS DE CASTILLA,20/05/2017, 8703236900,2009,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12969.16,1556.3,",
"JAPON,PUERTO BARRIOS,17/05/2017, 8703236900,2003,MAZDA,PROTEGE5,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10255.03,1230.6,",
"JAPON,EL CARMEN,23/05/2017, 8703237900,2008,MAZDA,MAZDA3 s GRAND TOURING,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11941.38,1432.97,",
"JAPON,EL CARMEN,08/05/2017, 8703236900,2012,MAZDA,3 i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19921.86,2390.62,",
"JAPON,EL CARMEN,27/05/2017, 8703236900,2006,MAZDA,MAZDA3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15791.28,1894.95,",
"JAPON,EL CARMEN,27/05/2017, 8703237900,2016,MAZDA,MAZDA6 i SPORT,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18017.79,2162.13,",
"JAPON,EL CARMEN,28/05/2017, 8703236900,2007,MAZDA,MAZDA3 i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13836.66,1660.4,",
"MEXICO,PUERTO BARRIOS,29/05/2017, 8703236900,2016,MAZDA,MAZDA3 I GRAND TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26266.91,3152.03,",
"JAPON,TECUN UMAN,29/05/2017, 8703237900,2004,MAZDA,MAZDA3S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9317.52,1118.1,",
"JAPON,PUERTO BARRIOS,29/05/2017, 8703236900,2006,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10020.09,1202.41,",
"JAPON,PUERTO BARRIOS,09/05/2017, 8703236900,2014,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16553.99,1986.48,",
"JAPON,G8"," CENTRALSA,19/05/2017, 8703237900,2007,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,11377.36,1365.28,"
"JAPON,PUERTO BARRIOS,16/05/2017, 8703226900,2013,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12416.8,1490.02,",
"JAPON,PUERTO BARRIOS,23/05/2017, 8703236900,2010,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18249.48,2189.94,",
"JAPON,EL CARMEN,24/05/2017, 8703236900,2003,MAZDA,PROTEGE LX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11594.67,1391.36,",
"JAPON,EL CARMEN,08/05/2017, 8703236900,2002,MAZDA,PROTEGE5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,10672.43,1280.69,",
"JAPON,EL CARMEN,12/05/2017, 8703236900,2012,MAZDA,3i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13624.53,1634.94,",
"JAPON,TECUN UMAN,13/05/2017, 8703236900,2013,MAZDA,MAZDA3 i SV,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15017.78,1802.13,",
"JAPON,PUERTO BARRIOS,18/05/2017, 8703236900,2009,MAZDA,MAZDA3 i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12632.69,1515.92,",
"JAPON,PUERTO BARRIOS,24/05/2017, 8703236900,2011,MAZDA,MAZDA3 i TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19358.7,2323.04,",
"ESTADOS UNIDOS,PUERTO BARRIOS,08/05/2017, 8703237900,2005,MAZDA,TRIBUTE S 2WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,8200.53,984.06,",
"JAPON,TECUN UMAN,13/05/2017, 8703237900,2012,MAZDA,MAZDA5 SPORT,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,16044.39,1925.33,",
"JAPON,EL CARMEN,14/05/2017, 8703236900,2008,MAZDA,3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14005.84,1680.7,",
"JAPON,TECUN UMAN,08/05/2017, 8703236900,1999,MAZDA,PROTEGE LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9855.87,1182.7,",
"JAPON,G8"," CENTRALSA,22/05/2017, 8703236900,2010,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,11137.15,1336.46,"
"JAPON,EL CARMEN,24/05/2017, 8703236900,2008,MAZDA,MAZDA3 i Sport,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15263.87,1831.66,",
"JAPON,G8"," CENTRALSA,11/05/2017, 8703236900,2013,MAZDA,CX-5,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,30949.56,3713.95,"
"JAPON,G8"," CENTRALSA,19/05/2017, 8703237900,2016,MAZDA,CX-5 TOURING,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,37890.74,4546.89,"
"JAPON,G8"," CENTRALSA,22/05/2017, 8703237900,2009,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,5,4,0,10719.82,1286.38,"
"JAPON,G8"," CENTRALSA,30/05/2017, 8703236900,2003,MAZDA,PROTEGE5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,13220.41,1586.45,"
"JAPON,EL CARMEN,25/05/2017, 8703236900,2011,MAZDA,3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17152.88,2058.35,",
"JAPON,TECUN UMAN,15/05/2017, 8703237900,2010,MAZDA,MAZDA3 S,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13419.21,1610.31,",
"JAPON,PUERTO BARRIOS,05/06/2017, 8703236900,2007,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14770.25,1772.43,",
"ESTADOS UNIDOS,PUERTO BARRIOS,17/05/2017, 8703237900,2003,MAZDA,MAZDA6 S,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8934.64,1072.16,",
"JAPON,SANTO TOMAS DE CASTILLA,25/05/2017, 8703237900,2013,MAZDA,MAZDA5 TOURING,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,28082.77,3369.93,",
"JAPON,SANTO TOMAS DE CASTILLA,25/05/2017, 8703237900,2007,MAZDA,MAZDA5,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,17165.36,2059.84,",
"JAPON,SANTO TOMAS DE CASTILLA,25/05/2017, 8703237900,2007,MAZDA,MAZDA3 S GRAND TOURING,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9860.17,1183.22,",
"JAPON,PUERTO BARRIOS,26/05/2017, 8703237900,2011,MAZDA,CX-7 I SPORT,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14902.15,1788.26,",
