pais,Pais de Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto;;
COREA DEL SUR,EL CARMEN,11/02/2017, 8703237900,2011,KIA,SPORTAGE LX 4X4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31454.28,3774.51,;;
COREA DEL SUR,PUERTO BARRIOS,11/02/2017, 8703237900,2011,KIA,SPORTAGE LX FWD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,38429.25,4611.51,;;
COREA DEL SUR,PUERTO BARRIOS,24/02/2017, 8703236900,2013,KIA,SOUL,1600,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,19519.83,2342.38,;;
COREA DEL SUR,EL CARMEN,26/02/2017, 8703236900,2013,KIA,RIO5 EX HATCHBACK,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21232.86,2547.94,;;
COREA DEL SUR,EL CARMEN,11/02/2017, 8703236900,2013,KIA,RIO GDI LX HB,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21846.97,2621.64,;;
COREA DEL SUR,EL CARMEN,09/02/2017, 8703249000,2004,KIA,SORENTO EX 4X2,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30059.86,3607.18,;;
COREA DEL SUR,EL CARMEN,03/03/2017, 8703236900,2011,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,16871.48,2024.58,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,07/03/2017, 8703237900,2007,KIA,SPORTAGE EX 4X4,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16779.95,2013.59,;;
COREA DEL SUR,EL CARMEN,16/02/2017, 8703236900,2005,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10875.53,1305.06,;;
COREA DEL SUR,PUERTO BARRIOS,23/02/2017, 8703236900,2012,KIA,RIO5 LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17404.2,2088.5,;;
COREA DEL SUR,TECUN UMAN,25/02/2017, 8703237900,2006,KIA,SPORTAGE LX 2WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13072.03,1568.64,;;
COREA DEL SUR,PUERTO BARRIOS,02/03/2017, 8703236900,2008,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20845.11,2501.41,;;
COREA DEL SUR,PUERTO BARRIOS,13/02/2017, 8703248000,2007,KIA,SEDONA LX LWB,3800,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,10609.18,1273.1,;;
COREA DEL SUR,EL CARMEN,10/02/2017, 8703226900,2006,KIA,RIO5 SX,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18444.5,2213.34,;;
ESTADOS UNIDOS,G4; ALSERSA,27/02/2017, 8703249000,2014,KIA,SORENTO EX,3300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,43670.43,5240.45,;
COREA DEL SUR,EL CARMEN,22/02/2017, 8703236900,2007,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28075.98,3369.12,;;
COREA DEL SUR,EXPRESS AEREO,01/03/2017, 8703236900,2013,KIA,FORTE EX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23744.42,2849.33,;;
COREA DEL SUR,PUERTO BARRIOS,14/02/2017, 8703236900,2007,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13023.74,1562.85,;;
COREA DEL SUR,PUERTO QUETZAL,02/03/2017, 8703236900,2012,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19561.75,2347.41,;;
COREA DEL SUR,PUERTO BARRIOS,10/02/2017, 8703236900,2006,KIA,RIO5 SX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10953.23,1314.39,;;
COREA DEL SUR,PUERTO BARRIOS,08/02/2017, 8703236900,2012,KIA,RIO EX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16251.16,1950.14,;;
COREA DEL SUR,PUERTO BARRIOS,14/02/2017, 8703237900,2009,KIA,SPORTAGE LX V6 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14048.52,1685.82,;;
COREA DEL SUR,EL CARMEN,11/02/2017, 8703236900,2007,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12492.48,1499.1,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703219000,2005,KIA,MORNING LX,1000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15469.58,1856.35,;;
COREA DEL SUR,PUERTO BARRIOS,13/02/2017, 8703236900,2012,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,14992.53,1799.1,;;
COREA DEL SUR,EL CARMEN,26/02/2017, 8703236900,2013,KIA,RIO5 EX HATCHBACK,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20350.61,2442.07,;;
COREA DEL SUR,PUERTO QUETZAL,18/02/2017, 8702107000,2002,KIA,PREGIO,2957,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,20127.59,2415.31,;;
COREA DEL SUR,PUERTO QUETZAL,18/02/2017, 8704215900,2004,KIA,BONGO III,2476,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1.4,22495.57,2699.47,;;
COREA DEL SUR,PUERTO QUETZAL,18/02/2017, 8704215900,2005,KIA,BONGO III,2476,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1.4,23679.45,2841.53,;;
COREA DEL SUR,PUERTO QUETZAL,13/02/2017, 8702107000,2004,KIA,BONGO III COACH LTD,2902,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,25628.31,3075.4,;;
COREA DEL SUR,PUERTO QUETZAL,13/02/2017, 8704215900,2011,KIA,BONGO III,2907,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1,34947.67,4193.72,;;
COREA DEL SUR,TECUN UMAN,14/02/2017, 8703237900,2009,KIA,SPORTAGE EX 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14806.79,1776.81,;;
COREA DEL SUR,EL CARMEN,08/02/2017, 8703236900,2006,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20364.15,2443.7,;;
COREA DEL SUR,PUERTO QUETZAL,10/02/2017, 8703219000,2009,KIA,MORNING,1000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,17325.88,2079.11,;;
COREA DEL SUR,PUERTO QUETZAL,10/02/2017, 8703219000,2004,KIA,VISTO,1000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,14351.48,1722.18,;;
COREA DEL SUR,PUERTO BARRIOS,15/02/2017, 8703236900,2014,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24199.71,2903.97,;;
COREA DEL SUR,PUERTO BARRIOS,21/02/2017, 8703236900,2013,KIA,RIO5 LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18432.24,2211.87,;;
COREA DEL SUR,PUERTO QUETZAL,08/02/2017, 8702107000,2004,KIA,GRAND PREGIO,3000,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,22444.15,2693.3,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8702107000,2004,KIA,BONGO III,2900,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,25138.07,3016.57,;;
ESTADOS UNIDOS,PUERTO BARRIOS,11/02/2017, 8703237900,2014,KIA,SORENTO LX GDI AWD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,45567.81,5468.14,;;
COREA DEL SUR,EL CARMEN,02/03/2017, 8703249000,2003,KIA,SORENTO 4X2 LX,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12832.5,1539.9,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,17/02/2017, 8703236900,2013,KIA,FORTE EX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25877.54,3105.3,;;
COREA DEL SUR,PUERTO BARRIOS,20/02/2017, 8703237900,2007,KIA,SPORTAGE LX 4WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16371.28,1964.55,;;
COREA DEL SUR,PUERTO QUETZAL,06/03/2017, 8703327900,2002,KIA,SORENTO LX,2500,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,7,4,0,17181.19,2061.74,;;
COREA DEL SUR,PUERTO BARRIOS,21/02/2017, 8703237900,2014,KIA,SPORTAGE LX 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,55857.52,6702.9,;;
COREA DEL SUR,PUERTO QUETZAL,06/03/2017, 8703326900,2005,KIA,SPORTAGE TLX,2000,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,4,0,15337.71,1840.53,;;
COREA DEL SUR,EL CARMEN,24/02/2017, 8703236900,2007,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22685.12,2722.21,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,14/02/2017, 8703236900,2011,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,21432.71,2571.93,;;
COREA DEL SUR,PUERTO QUETZAL,07/03/2017, 8702106000,2003,KIA,PREGIO,3000,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,30299.79,3635.97,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,07/03/2017, 8703236900,2007,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15894.85,1907.38,;;
COREA DEL SUR,PUERTO BARRIOS,21/02/2017, 8703237900,2010,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20623.75,2474.85,;;
COREA DEL SUR,PUERTO QUETZAL,03/03/2017, 8703326900,2005,KIA,SPORTAGE 4X4,2000,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,5,5,0,23817.7,2858.12,;;
COREA DEL SUR,EL CARMEN,17/02/2017, 8703237900,2009,KIA,RONDO LX,2400,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,14394.52,1727.34,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,16/02/2017, 8703236900,2013,KIA,RIO EX GDI,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26247.96,3149.76,;;
COREA DEL SUR,PUERTO BARRIOS,14/02/2017, 8703236900,2012,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,14939.08,1792.69,;;
COREA DEL SUR,EL CARMEN,12/02/2017, 8703249000,2007,KIA,SORENTO LX 4X2,3800,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13979.68,1677.56,;;
COREA DEL SUR,TECUN UMAN,20/02/2017, 8703236900,2013,KIA,RIO GDi LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14651.48,1758.18,;;
COREA DEL SUR,EL CARMEN,15/02/2017, 8703236900,2005,KIA,SPECTRA5,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21835.44,2620.25,;;
COREA DEL SUR,PUERTO BARRIOS,01/03/2017, 8703237900,2008,KIA,SPORTAGE LX V6 4WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17515.63,2101.88,;;
COREA DEL SUR,PUERTO BARRIOS,14/02/2017, 8703237900,2009,KIA,SPORTAGE LX 4WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14827.76,1779.33,;;
COREA DEL SUR,PUERTO QUETZAL,14/02/2017, 8703236900,2007,KIA,CERATO SLX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15436.3,1852.36,;;
COREA DEL SUR,PUERTO QUETZAL,02/03/2017, 8704215900,2005,KIA,BONGO III,2900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1.4,30105.5,3612.66,;;
COREA DEL SUR,EL CARMEN,02/03/2017, 8703236900,2008,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15480.72,1857.69,;;
COREA DEL SUR,PUERTO BARRIOS,02/03/2017, 8703237900,2007,KIA,SPORTAGE LX V6 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14669.05,1760.29,;;
ESTADOS UNIDOS,TECUN UMAN,06/03/2017, 8703249000,2013,KIA,SORENTO LX 4WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26287.95,3154.55,;;
COREA DEL SUR,PUERTO BARRIOS,10/02/2017, 8703236900,2014,KIA,RIO GDI,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23044.16,2765.3,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,16/02/2017, 8703237900,2007,KIA,SPORTAGE LX 4WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13135.09,1576.21,;;
COREA DEL SUR,EL CARMEN,03/03/2017, 8703236900,2006,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16134.09,1936.09,;;
COREA DEL SUR,PUERTO QUETZAL,03/03/2017, 8703316900,2006,KIA,PRIDE SLX,1493,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,4,0,21236.83,2548.42,;;
COREA DEL SUR,PUERTO QUETZAL,08/02/2017, 8702107000,2004,KIA,BOMGO III COACH,2902,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,38431.27,4611.75,;;
COREA DEL SUR,PUERTO BARRIOS,06/03/2017, 8703237900,2011,KIA,SPORTAGE LX AWD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26141.73,3137.01,;;
COREA DEL SUR,PUERTO QUETZAL,13/02/2017, 8704215900,2007,KIA,BONGO III,2902,PESADO,CAMION FURGON,OCASIONAL,DIESEL,3,2,0,18223.87,2186.86,;;
COREA DEL SUR,TECUN UMAN,28/02/2017, 8703236900,2012,KIA,FORTE EX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18605.46,2232.66,;;
COREA DEL SUR,TECUN UMAN,06/03/2017, 8703236900,2007,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22217.56,2666.11,;;
COREA DEL SUR,EL CARMEN,06/03/2017, 8703236900,2008,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18567.48,2228.1,;;
COREA DEL SUR,PUERTO BARRIOS,28/02/2017, 8703236900,2007,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18738.1,2248.57,;;
COREA DEL SUR,PUERTO BARRIOS,15/02/2017, 8703236900,2013,KIA,SOUL,1600,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,18452,2214.24,;;
ESTADOS UNIDOS,EL CARMEN,20/02/2017, 8703237900,2011,KIA,SORENTO 2WD LX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29272.72,3512.73,;;
COREA DEL SUR,PUERTO BARRIOS,20/02/2017, 8703236900,2006,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14673.63,1760.84,;;
COREA DEL SUR,EL CARMEN,28/02/2017, 8703236900,2013,KIA,SOUL,1600,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,19747.58,2369.71,;;
COREA DEL SUR,PUERTO BARRIOS,28/02/2017, 8703236900,2009,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12990.67,1558.88,;;
COREA DEL SUR,G8; CENTRALSA,08/02/2017, 8703236900,2006,KIA,SPORTAGE LX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11362.86,1363.54,;
COREA DEL SUR,TECUN UMAN,28/02/2017, 8703236900,2012,KIA,FORTE,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19268.63,2312.24,;;
COREA DEL SUR,PUERTO QUETZAL,07/03/2017, 8704215100,2006,KIA,BONGO III 4X2,2990,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1,31568.42,3788.21,;;
COREA DEL SUR,EL CARMEN,05/03/2017, 8703236900,2010,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,22475.65,2697.08,;;
COREA DEL SUR,PUERTO BARRIOS,07/03/2017, 8703236900,2011,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,11048.95,1325.87,;;
COREA DEL SUR,EL CARMEN,20/02/2017, 8703237900,2006,KIA,SPORTAGE LX 2WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12769.3,1532.32,;;
COREA DEL SUR,EL CARMEN,11/02/2017, 8703236900,2008,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18277.69,2193.32,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,13/02/2017, 8703236900,2013,KIA,SOUL,1600,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,15661.18,1879.34,;;
COREA DEL SUR,PUERTO QUETZAL,16/02/2017, 8702107000,2000,KIA,COMBI 255 ATS,3298,PESADO,BUS,OCASIONAL,DIESEL,25,3,3,38523.68,4622.84,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,08/02/2017, 8703236900,2006,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10920.75,1310.49,;;
COREA DEL SUR,EL CARMEN,20/02/2017, 8703249000,2004,KIA,SORENTO 4X2 LX,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,28638.67,3436.64,;;
COREA DEL SUR,PUERTO BARRIOS,11/02/2017, 8703237900,2005,KIA,SPORTAGE LX V6 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13035.31,1564.24,;;
COREA DEL SUR,PUERTO BARRIOS,21/02/2017, 8703236900,2012,KIA,FORTE KOUP,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,18358.45,2203.01,;;
COREA DEL SUR,PUERTO BARRIOS,14/02/2017, 8703237900,2006,KIA,SPORTAGE LX,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9855.49,1182.66,;;
COREA DEL SUR,PUERTO BARRIOS,16/02/2017, 8703237900,2011,KIA,SPORTAGE LX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29929.94,3591.59,;;
COREA DEL SUR,PUERTO BARRIOS,20/02/2017, 8703237900,2012,KIA,SPORTAGE LX AWD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32683.51,3922.02,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703236900,2017,KIA,FORTE SX,1599,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,96780.84,11613.7,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,139359.68,16723.16,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,139359.68,16723.16,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,PUERTO QUETZAL,09/02/2017, 8703226900,2017,KIA,RIO EX,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,745166.89,89420.03,;;
COREA DEL SUR,TECUN UMAN,27/02/2017, 8703236900,2006,KIA,SPORTAGE LX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22747.16,2729.66,;;
COREA DEL SUR,PUERTO BARRIOS,23/02/2017, 8703236900,2011,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,15864.86,1903.78,;;
COREA DEL SUR,PUERTO BARRIOS,28/02/2017, 8703236900,2007,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,7685.35,922.24,;;
COREA DEL SUR,PUERTO BARRIOS,13/02/2017, 8703237900,2013,KIA,SPORTAGE EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,28306.01,3396.72,;;
COREA DEL SUR,EL CARMEN,01/03/2017, 8703236900,2009,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20174.95,2420.99,;;
COREA DEL SUR,PUERTO BARRIOS,01/03/2017, 8703237900,2003,KIA,SORENTO LX 2WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10221.6,1226.59,;;
COREA DEL SUR,PUERTO QUETZAL,08/02/2017, 8704215100,2007,KIA,BONGO III,2900,PESADO,CAMION,OCASIONAL,DIESEL,6,4,1,25488.66,3058.64,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,21/02/2017, 8703237900,2005,KIA,SPORTAGE LX 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13576.99,1629.24,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,02/03/2017, 8703236900,2011,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,12676.78,1521.21,;;
COREA DEL SUR,PUERTO BARRIOS,02/03/2017, 8703236900,2013,KIA,SOUL,1600,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,16735.12,2008.21,;;
COREA DEL SUR,PUERTO QUETZAL,07/03/2017, 8703326900,2005,KIA,SPORTAGE TLX,1991,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,4,0,21979.88,2637.59,;;
COREA DEL SUR,PUERTO BARRIOS,20/02/2017, 8703237900,2014,KIA,SPORTAGE LX 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,42721.81,5126.62,;;
COREA DEL SUR,TECUN UMAN,06/03/2017, 8703236900,2007,KIA,SPORTAGE LX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30454.21,3654.51,;;
COREA DEL SUR,PUERTO QUETZAL,08/02/2017, 8704215100,2004,KIA,BONGO III,2900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1.4,22967.31,2756.08,;;
COREA DEL SUR,EL CARMEN,21/02/2017, 8703236900,2008,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11293.08,1355.17,;;
COREA DEL SUR,PUERTO BARRIOS,20/02/2017, 8703237900,2010,KIA,FORTE KOUP SX,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,19877.3,2385.28,;;
COREA DEL SUR,PUERTO BARRIOS,17/02/2017, 8703236900,2013,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16373.5,1964.82,;;
COREA DEL SUR,TECUN UMAN,03/03/2017, 8703236900,2011,KIA,SOUL,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,17660.49,2119.26,;;
COREA DEL SUR,PUERTO QUETZAL,03/03/2017, 8703225900,2012,KIA,MORNING,1000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19024.66,2282.96,;;
COREA DEL SUR,TECUN UMAN,10/02/2017, 8703236900,2006,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17162.29,2059.47,;;
COREA DEL SUR,PUERTO BARRIOS,09/02/2017, 8703236900,2007,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9170.56,1100.47,;;
COREA DEL SUR,G8; CENTRALSA,15/02/2017, 8703236900,2000,KIA,SPORTAGE EX,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9187.57,1102.51,;
COREA DEL SUR,PUERTO BARRIOS,14/02/2017, 8703236900,2013,KIA,SOUL,1600,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,13677.46,1641.3,;;
COREA DEL SUR,PUERTO QUETZAL,11/02/2017, 8702107000,2002,KIA,POWER COMBI,3298,PESADO,BUS,OCASIONAL,DIESEL,26,3,3,51118.11,6134.17,;;
