pais,Pais de Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto;;
ESTADOS UNIDOS,PUERTO BARRIOS,21/02/2017, 8703236900,2005,HONDA,CIVIC VP,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9245.64,1109.48,;;
JAPON,PUERTO BARRIOS,21/02/2017, 8703226900,2008,HONDA,FIT SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10463.14,1255.58,;;
CANADA,SANTO TOMAS DE CASTILLA,21/02/2017, 8703236900,2004,HONDA,CIVIC EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12012.69,1441.52,;;
JAPON,PUERTO QUETZAL,22/02/2017, 8703236900,1999,HONDA,INTEGRA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26999.22,3239.91,;;
JAPON,PUERTO BARRIOS,22/02/2017, 8703237900,2002,HONDA,CR-V EX REALTIME 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12885.38,1546.25,;;
JAPON,EL CARMEN,03/03/2017, 8711209000,2006,HONDA,CRF250R,249,LIVIANO,MOTO,OCASIONAL,GASOLINA,1,0,0,17585.87,2110.3,;;
ESTADOS UNIDOS,PUERTO BARRIOS,28/02/2017, 8703236900,2006,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10669.59,1280.35,;;
CANADA,TECUN UMAN,04/03/2017, 8703236900,2009,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,18287.27,2194.47,;;
CANADA,PUERTO BARRIOS,07/03/2017, 8703236900,2009,HONDA,CIVIC EX-L,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,15157.27,1818.87,;;
CANADA,SANTO TOMAS DE CASTILLA,08/02/2017, 8703236900,2004,HONDA,CIVIC EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13090.18,1570.82,;;
ESTADOS UNIDOS,PUERTO BARRIOS,25/02/2017, 8703236900,2001,HONDA,CIVIC EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10572.32,1268.68,;;
ESTADOS UNIDOS,TECUN UMAN,04/03/2017, 8703237900,2001,HONDA,ACCORD VALUE PACKAGE,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15337.71,1840.53,;;
REINO UNIDO,PUERTO BARRIOS,03/03/2017, 8703236900,2005,HONDA,CIVIC SI,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,10271.84,1232.62,;;
ESTADOS UNIDOS,EL CARMEN,17/02/2017, 8703236900,2008,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19278.6,2313.43,;;
JAPON,EL CARMEN,26/02/2017, 8711409000,1999,HONDA,VT600CD SHADOW VLX,583,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,12704.43,1524.53,;;
REINO UNIDO,PUERTO BARRIOS,06/03/2017, 8703237900,2003,HONDA,CR-V 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21236.83,2548.42,;;
JAPON,EL CARMEN,02/03/2017, 8703237900,2002,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19037.3,2284.48,;;
CANADA,EL CARMEN,25/02/2017, 8703236900,2006,HONDA,CIVIC SI,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,18586.11,2230.33,;;
CANADA,PUERTO BARRIOS,01/03/2017, 8703236900,2008,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10605.25,1272.63,;;
ESTADOS UNIDOS,PUERTO BARRIOS,01/03/2017, 8703248000,2008,HONDA,ODYSSEY EX-L,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,8,4,0,25207.75,3024.93,;;
ESTADOS UNIDOS,PUERTO BARRIOS,09/02/2017, 8703236900,2006,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15677.83,1881.34,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
JAPON,EL CARMEN,08/02/2017, 8711409000,2007,HONDA,VT750C2 SHADOW SPIRIT,745,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,15801.4,1896.17,;;
CANADA,PUERTO BARRIOS,09/02/2017, 8703236900,2007,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15900.95,1908.11,;;
CANADA,PUERTO BARRIOS,13/02/2017, 8703236900,2009,HONDA,CIVIC EX-L,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22399.64,2687.96,;;
JAPON,EL CARMEN,14/02/2017, 8703237900,2002,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,28521.47,3422.58,;;
ESTADOS UNIDOS,EL CARMEN,14/02/2017, 8703236900,2010,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21396.67,2567.6,;;
REINO UNIDO,PUERTO BARRIOS,16/02/2017, 8703237900,2006,HONDA,CR-V SE 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25855.32,3102.64,;;
ESTADOS UNIDOS,PUERTO BARRIOS,16/02/2017, 8704315100,2017,HONDA,RIDGELINE RTL D/C,3500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,21099.12,2531.89,;;
JAPON,SANTO TOMAS DE CASTILLA,16/02/2017, 8703226900,2012,HONDA,FIT SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17506.05,2100.73,;;
JAPON,EL CARMEN,16/02/2017, 8711209000,2009,HONDA,CMX250C REBEL,234,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,10023.57,1202.83,;;
ESTADOS UNIDOS,PUERTO BARRIOS,16/02/2017, 8703236900,2005,HONDA,CIVIC LX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,9653.15,1158.38,;;
CANADA,PUERTO BARRIOS,01/03/2017, 8703236900,2005,HONDA,CIVIC LX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,6322.17,758.66,;;
JAPON,EL CARMEN,03/03/2017, 8703237900,2002,HONDA,CRV LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19024.66,2282.96,;;
ESTADOS UNIDOS,PUERTO BARRIOS,07/03/2017, 8703249000,2007,HONDA,ODYSSEY EX-L,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,8,4,0,18941.05,2272.93,;;
JAPON,EL CARMEN,17/02/2017, 8703236900,2001,HONDA,CR-V 4X4 EX,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14148.48,1697.82,;;
JAPON,TECUN UMAN,17/02/2017, 8703237900,2001,HONDA,CR-V 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16321.76,1958.61,;;
CANADA,EL CARMEN,02/03/2017, 8703236900,2008,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12971.93,1556.63,;;
JAPON,EL CARMEN,06/03/2017, 8703237900,2007,HONDA,CR-V 4X2 EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20410.96,2449.32,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
ESTADOS UNIDOS,TECUN UMAN,20/02/2017, 8703249000,2007,HONDA,PILOT EX-L 4X2 NAVIGATION,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,24948.12,2993.77,;;
ESTADOS UNIDOS,PUERTO BARRIOS,09/02/2017, 8703248000,2003,HONDA,ODYSSEY EX-L,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,8240.53,988.86,;;
JAPON,EL CARMEN,12/02/2017, 8703237900,2005,HONDA,CR-V 4WD SE,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21415.68,2569.88,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7609.74,913.17,;;
INDIA,PUERTO QUETZAL,02/03/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7610.33,913.24,;;
ESTADOS UNIDOS,PUERTO BARRIOS,27/02/2017, 8703236900,1999,HONDA,CIVIC LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9876.96,1185.24,;;
CANADA,EL CARMEN,28/02/2017, 8704315100,2006,HONDA,RIDGELINE RTL 4WD,3500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,15355.99,1842.72,;;
JAPON,PUERTO BARRIOS,03/03/2017, 8703236900,2000,HONDA,CR-V LX REALTIME 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11650.76,1398.09,;;
ESTADOS UNIDOS,PUERTO BARRIOS,03/03/2017, 8703237900,2014,HONDA,CR-V EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,43270.05,5192.41,;;
ESTADOS UNIDOS,PUERTO BARRIOS,28/02/2017, 8703236900,2007,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10448.53,1253.82,;;
ESTADOS UNIDOS,PUERTO BARRIOS,02/03/2017, 8703248000,2009,HONDA,ODYSSEY EX-L,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,19170.12,2300.41,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.35,922.48,;;
INDIA,PUERTO QUETZAL,14/02/2017, 8711209000,2016,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7687.94,922.55,;;
JAPON,G8; CENTRALSA,14/02/2017, 8703237900,2006,HONDA,CR-V EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24576.46,2949.18,;
