Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo_del_Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo_de_Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
ESTADOS UNIDOS,PUERTO BARRIOS,14/01/2016, 87032379,2007,ACURA,TSX,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19573.22,2348.79,;
JAPON,PUERTO QUETZAL,26/01/2016, 87032369,2002,ACURA,RSX TYPE-S,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,17120.19,2054.42,;
ESTADOS UNIDOS,PUERTO BARRIOS,09/01/2016, 87032369,2004,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,11265.14,1351.82,;
ESTADOS UNIDOS,PUERTO BARRIOS,27/01/2016, 87032369,2003,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,8388.88,1006.67,;
ESTADOS UNIDOS,PUERTO BARRIOS,23/01/2016, 87032369,1997,ACURA,INTEGRA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,12081.31,1449.76,;
ESTADOS UNIDOS,PUERTO BARRIOS,14/01/2016, 87032379,2016,ACURA,ILX,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,39290.8,4714.9,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,20/01/2016, 87032490,2006,ACURA,MDX TOURING AWD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,17834.26,2140.11,;
JAPON,G1; INTEGRADA,21/01/2016, 87032369,2003,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,10967.63,1316.12,
ESTADOS UNIDOS,PUERTO BARRIOS,19/01/2016, 87032369,2001,ACURA,INTEGRA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,13768.54,1652.22,;
ESTADOS UNIDOS,PUERTO BARRIOS,04/02/2016, 87032369,1991,ACURA,INTEGRA GS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,6454.18,774.5,;
ESTADOS UNIDOS,PUERTO BARRIOS,21/01/2016, 87032490,2004,ACURA,TL,3200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19669.15,2360.3,;
ESTADOS UNIDOS,EL CARMEN,07/02/2016, 87032379,1997,ACURA,CL 2.2,2200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14375.61,1725.07,;
CANADA,PUERTO BARRIOS,12/01/2016, 87032490,2006,ACURA,MDX 4X4,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,32181.52,3861.78,;
JAPON,PUERTO BARRIOS,08/01/2016, 87032369,1996,ACURA,INTEGRA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19754.8,2370.58,;
ESTADOS UNIDOS,PUERTO BARRIOS,26/01/2016, 87032369,2006,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,9129.67,1095.56,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,23/01/2016, 87032490,2004,ACURA,MDX TOURING AWD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,18603.69,2232.44,;
ESTADOS UNIDOS,PUERTO BARRIOS,27/01/2016, 87032490,2002,ACURA,MDX,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,15419.28,1850.31,;
JAPON,PUERTO BARRIOS,04/02/2016, 87032369,1990,ACURA,INTEGRA RS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12082.42,1449.89,;
ESTADOS UNIDOS,PUERTO BARRIOS,19/01/2016, 87032369,2002,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,7399.16,887.9,;
ESTADOS UNIDOS,PUERTO BARRIOS,30/01/2016, 87032470,2003,ACURA,MDX 4X4,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,23664.56,2839.75,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,27/01/2016, 87032369,2017,AUDI,A4,1984,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,232106.7,27852.8,;
SLOVAKIA,SANTO TOMAS DE CASTILLA,27/01/2016, 87032374,2016,AUDI,Q7,2995,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,5,0,394385.87,47326.3,;
ESTADOS UNIDOS,TECUN UMAN,02/02/2016, 87032490,2010,AUDI,Q5 3.2 QUATTRO PREMIUN,3200,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,59341.42,7120.97,;
ALEMANIA REP. FED.,CENTRAL DE GUATEMALA,14/01/2016, 87033269,2016,AUDI,Q5,1968,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,5,0,239570.49,28748.46,;
ALEMANIA REP. FED.,CENTRAL DE GUATEMALA,14/01/2016, 87032379,2015,AUDI,Q7,2995,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,7,5,0,328993.24,39479.19,;
ESTADOS UNIDOS,PUERTO BARRIOS,18/01/2016, 87032369,2002,AUDI,A4 1.8T QUATTRO AWD,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17870.06,2144.41,;
ESPANA,CENTRAL DE GUATEMALA,08/01/2016, 87032269,2016,AUDI,Q3,1395,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,175150.98,21018.12,;
