ALEMANIA REP. FED.,EL CARMEN,24/06/2016, 87032379,2007,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,35731.8,4287.82,;
ALEMANIA REP. FED.,TECUN UMAN,21/06/2016, 87032379,2006,BMW,325I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26958.2,3234.98,;
ALEMANIA REP. FED.,TECUN UMAN,20/06/2016, 87032379,2013,BMW,X1 XDRIVE3,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,73805.51,8856.66,;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/06/2016, 87032379,2002,BMW,325Ci CONVERTIBLE,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,10247.63,1229.72,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,25/06/2016, 87032379,2006,BMW,330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27325.87,3279.1,;
ALEMANIA REP. FED.,PUERTO BARRIOS,10/06/2016, 87032490,2007,BMW,X3 3.0 SI 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32058.51,3847.02,;
ALEMANIA REP. FED.,EL CARMEN,16/06/2016, 87032379,2001,BMW,325i,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25839.09,3100.69,;
ALEMANIA REP. FED.,EL CARMEN,17/06/2016, 87032379,2004,BMW,X3 2.5i 4X4,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18237.87,2188.54,;
ALEMANIA REP. FED.,PUERTO BARRIOS,21/06/2016, 87032379,2004,BMW,X3 2.5i 4X4,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12613.05,1513.57,;
ALEMANIA REP. FED.,PUERTO BARRIOS,18/06/2016, 87032369,2012,BMW,328I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26218.85,3146.26,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,23/06/2016, 87032369,2013,BMW,X1 SDRIVE 28I 4X4,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,51498.08,6179.77,;
ALEMANIA REP. FED.,EL CARMEN,01/07/2016, 87032379,2004,BMW,X3 2.5i AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17703.49,2124.42,;
ALEMANIA REP. FED.,PUERTO BARRIOS,05/07/2016, 87032379,2007,BMW,328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,38416.72,4610.01,;
ESTADOS UNIDOS,PUERTO BARRIOS,18/06/2016, 87032369,2013,BMW,X3 XDRIVE 2.8I 4X4,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,64649.74,7757.97,;
ESTADOS UNIDOS,G8; CENTRALSA,10/06/2016, 87032369,2011,BMW,X5,4400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,115783.1,13893.97,
ALEMANIA REP. FED.,EL CARMEN,16/06/2016, 87032379,2006,BMW,X3 3.0i 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26809.96,3217.2,;
ALEMANIA REP. FED.,PUERTO BARRIOS,17/06/2016, 87032379,2006,BMW,325I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20376.32,2445.16,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/06/2016, 87032379,2002,BMW,325XI,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11836.89,1420.43,;
ALEMANIA REP. FED.,TECUN UMAN,13/06/2016, 87032379,2007,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23622.37,2834.68,;
ALEMANIA REP. FED.,PUERTO BARRIOS,25/06/2016, 87032379,2002,BMW,3-SERIES 325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9325.19,1119.02,;
ALEMANIA REP. FED.,PUERTO BARRIOS,11/06/2016, 87032379,2007,BMW,X3 3.0 SI 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30142.51,3617.1,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,21/06/2016, 87032379,2007,BMW,328XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,31513.55,3781.63,;
ALEMANIA REP. FED.,PUERTO BARRIOS,30/06/2016, 87032379,2006,BMW,330XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26944.75,3233.37,;
ESTADOS UNIDOS,PUERTO BARRIOS,13/06/2016, 87032379,2007,BMW,Z4 CONVERT,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,30356.28,3642.75,;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/06/2016, 87032379,2001,BMW,X5 3.0i 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22395.22,2687.43,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,06/07/2016, 87032379,2007,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26023.49,3122.82,;
ALEMANIA REP. FED.,TECUN UMAN,11/06/2016, 87032379,2007,BMW,328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23781.39,2853.77,;
