Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
ESTADOS UNIDOS,TECUN UMAN,28/12/2016, 87043151,2005,FORD,F-350 XLT SUPER DUTY 4X4,6000,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,30435,3652.2,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,07/01/2017, 8703249000,2011,FORD,MUSTANG,3700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,30118,3614.16,;
ESTADOS UNIDOS,EL CARMEN,30/12/2016, 87043151,2001,FORD,RANGER SUPER CAB 4X2 XLT,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,25424.7,3050.96,;
ESTADOS UNIDOS,EL CARMEN,05/01/2017, 8702106000,1997,FORD,CLUB WAGON XL,5900,PESADO,BUS,OCASIONAL,DIESEL,15,5,3,27374.2,3284.9,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87043151,1997,FORD,RANGER Splash XLT 2WD,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,21562.85,2587.54,;
ESTADOS UNIDOS,EL CARMEN,21/12/2016, 87043151,2005,FORD,RANGER EDGE SUPER CAB 4WD,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,28984.76,3478.17,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,16/12/2016, 87032379,2014,FORD,ESCAPE 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,54287.01,6514.44,;
BRASIL,TECUN UMAN,27/12/2016, 87042290,1987,FORD,CARGO 8000,7800,PESADO,CAMION,OCASIONAL,DIESEL,3,2,10,36107.58,4332.91,;
ESTADOS UNIDOS,EL CARMEN,21/12/2016, 87043151,2003,FORD,RANGER 4X2,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,14552.73,1746.33,;
ESTADOS UNIDOS,EL CARMEN,27/12/2016, 87042151,1995,FORD,F-250 SUPER CAB 4X4 XLT,7300,LIVIANO,PICK UP,OCASIONAL,DIESEL,4,2,1,17963.9,2155.67,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,19/12/2016, 87043151,2005,FORD,RANGER EDGE SUPER CAB 2WD,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,15854.29,1902.51,;
ESTADOS UNIDOS,EL CARMEN,03/01/2017, 8702107000,2001,FORD,ECONOLINE E-450,7300,PESADO,MICROBUS,OCASIONAL,DIESEL,26,3,2,23545.39,2825.45,;
ESTADOS UNIDOS,PUERTO BARRIOS,19/12/2016, 87043151,1999,FORD,RANGER XLT 4X2,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,7216.02,865.92,;
ESTADOS UNIDOS,TECUN UMAN,26/12/2016, 87042151,1996,FORD,F-250 LX SUPERCAB 4X2,7300,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,2,1,16063.95,1927.67,;
ESTADOS UNIDOS,PUERTO BARRIOS,20/12/2016, 87043151,1993,FORD,RANGER XL 4X2,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,15911.74,1909.41,;
ESTADOS UNIDOS,TECUN UMAN,20/12/2016, 87032490,2001,FORD,EXPLORER XLT 4X2,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17815.49,2137.86,;
ESTADOS UNIDOS,PUERTO BARRIOS,19/12/2016, 87032379,2002,FORD,ESCAPE XLT 2WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11827.09,1419.25,;
ESTADOS UNIDOS,EL CARMEN,20/12/2016, 87042151,2004,FORD,F-250 LARIAT CREW CAB 4X4,6000,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,39523.44,4742.81,;
ESTADOS UNIDOS,EL CARMEN,22/12/2016, 87043151,2002,FORD,RANGER SUPER CAB 4X2,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17052.35,2046.28,;
ESTADOS UNIDOS,EL CARMEN,30/12/2016, 87042290,1996,FORD,L9000,10000,PESADO,CAMION,OCASIONAL,DIESEL,2,2,10,32495.47,3899.46,;
ESTADOS UNIDOS,PUERTO BARRIOS,29/12/2016, 87043151,2006,FORD,RANGER XLT 4X2,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,13335,1600.2,;
ESTADOS UNIDOS,EL CARMEN,20/12/2016, 87043151,1996,FORD,F-250 SUPER CAB XLT 4X4,7500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,26743.67,3209.24,;
ESTADOS UNIDOS,EL CARMEN,03/01/2017, 8702107000,2003,FORD,ECONOLINE E450,7300,PESADO,MICROBUS,OCASIONAL,DIESEL,36,3,3,25054.71,3006.57,;
ESTADOS UNIDOS,EL CARMEN,21/12/2016, 87043151,1997,FORD,RANGER XL 4X2,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,25250.63,3030.08,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87043151,1995,FORD,RANGER XL 4X2,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,25306.4,3036.77,;
ESTADOS UNIDOS,EL CARMEN,24/12/2016, 87043151,1996,FORD,RANGER XLT 4X2,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,19316.72,2318.01,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87042290,1995,FORD,LA9000 AEROMAX,11000,PESADO,CAMION VOLTEO,OCASIONAL,DIESEL,2,2,10,53296.76,6395.61,;
ESTADOS UNIDOS,TECUN UMAN,21/12/2016, 87043151,1996,FORD,RANGER XLT SUPER CAB 4X2,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,16285.25,1954.23,;
ESTADOS UNIDOS,TECUN UMAN,04/01/2017, 8704223000,1996,FORD,L8000,8300,PESADO,CAMION,OCASIONAL,DIESEL,2,2,15,66686.26,8002.35,;
ESTADOS UNIDOS,EL CARMEN,24/12/2016, 87032490,2000,FORD,EXPLORER Sport 2WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,2,0,17819.3,2138.32,;
ESTADOS UNIDOS,TECUN UMAN,23/12/2016, 87042151,2010,FORD,F-250 SD XL 4WD,6400,LIVIANO,PICK UP,OCASIONAL,DIESEL,3,2,1,71501.81,8580.22,;
ESTADOS UNIDOS,PUERTO BARRIOS,19/12/2016, 87032470,2004,FORD,EXPLORER XLT 4WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,14072.74,1688.73,;
ESTADOS UNIDOS,PUERTO BARRIOS,22/12/2016, 87043151,2010,FORD,RANGER XLT 4X2 SC,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,22796.3,2735.56,;
ESTADOS UNIDOS,EL CARMEN,27/12/2016, 87042151,1994,FORD,F-450 SUPER DUTY 4X2,7300,LIVIANO,PICK UP,OCASIONAL,DIESEL,2,2,1,25320.26,3038.43,;
ESTADOS UNIDOS,TECUN UMAN,21/12/2016, 87042290,1998,FORD,E-350,7300,PESADO,CAMION,OCASIONAL,DIESEL,2,2,3,33765.76,4051.89,;
ESTADOS UNIDOS,EL CARMEN,20/12/2016, 87043151,2008,FORD,RANGER XL 4X2,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,30478.82,3657.46,;
ESTADOS UNIDOS,TECUN UMAN,21/12/2016, 87032379,2012,FORD,ESCAPE XLT 4WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24750.1,2970.01,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87043151,1998,FORD,RANGER SPLASH SUPERCAB,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21574.66,2588.96,;
ESTADOS UNIDOS,TECUN UMAN,23/12/2016, 87042290,1999,FORD,F-550 CREW CAB XL S/D 4X2,7300,PESADO,CAMION,OCASIONAL,DIESEL,5,4,3.4,24857.17,2982.86,;
ESTADOS UNIDOS,TECUN UMAN,03/01/2017, 8701910000,1989,FORD,1720,1400,PESADO,TRACTOR AGRICOLA,OCASIONAL,DIESEL,1,0,0,29056.52,3486.78,;
ESTADOS UNIDOS,EL CARMEN,26/12/2016, 87043151,2001,FORD,RANGER XLT 4X2,2500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,23060.27,2767.23,;
ESTADOS UNIDOS,TECUN UMAN,02/01/2017, 8703236900,2015,FORD,ESCAPE SE 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32044.15,3845.3,;
ESTADOS UNIDOS,TECUN UMAN,26/12/2016, 87042290,1994,FORD,LNT9000,14000,PESADO,CAMION,OCASIONAL,DIESEL,2,2,15,24857.17,2982.86,;
ESTADOS UNIDOS,TECUN UMAN,26/12/2016, 87043151,1997,FORD,RANGER SUPERCAB XLT 4X2,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21562.85,2587.54,;
ESTADOS UNIDOS,PUERTO BARRIOS,29/12/2016, 87043151,2010,FORD,RANGER 4X2 S/C,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,22829.57,2739.55,;
ESTADOS UNIDOS,EL CARMEN,26/12/2016, 87043151,1996,FORD,RANGER XL SUPER CAB 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,15123.94,1814.87,;
ESTADOS UNIDOS,TECUN UMAN,20/12/2016, 87042151,1999,FORD,F-250SD CREW/C LARIAT 4WD,7300,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,27570.19,3308.42,;
ESTADOS UNIDOS,PUERTO BARRIOS,04/01/2017, 8703237900,2008,FORD,ESCAPE XLT 4WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16520.35,1982.44,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,15/12/2016, 87032379,2005,FORD,ESCAPE XLT 4WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10253.3,1230.4,;
ESTADOS UNIDOS,PUERTO BARRIOS,17/12/2016, 87032369,2011,FORD,FIESTA SE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10511.14,1261.34,;
MEXICO,PUERTO BARRIOS,21/12/2016, 87032369,2014,FORD,FIESTA SE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19184.5,2302.14,;
ESTADOS UNIDOS,EL CARMEN,18/12/2016, 87043151,2008,FORD,F-150 LARIAT SUPERCAB 2WD,4600,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,23322.28,2798.67,;
ESTADOS UNIDOS,EL CARMEN,13/12/2016, 87032490,2000,FORD,EXPEDITION EDDI BAUER 4X4,5400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,19168.89,2300.27,;
ESTADOS UNIDOS,TECUN UMAN,18/12/2016, 87043151,1998,FORD,RANGER XLT SUPERCAB 4WD,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29068.57,3488.23,;
ESTADOS UNIDOS,TECUN UMAN,28/12/2016, 87043151,2000,FORD,RANGER XLT SUPERCAB 4X4,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,27600,3312,;
ESTADOS UNIDOS,PUERTO BARRIOS,28/12/2016, 87043151,2011,FORD,RANGER XLT 4X4,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,17175,2061,;
ESTADOS UNIDOS,EL CARMEN,16/12/2016, 87021070,2006,FORD,E-350 SUPER DUTY,6000,PESADO,BUS,OCASIONAL,DIESEL,17,3,2.5,29390.72,3526.89,;
ESTADOS UNIDOS,TECUN UMAN,23/12/2016, 87042290,1991,FORD,LNF8000F,7800,PESADO,CAMION,OCASIONAL,DIESEL,2,2,10,23359.75,2803.17,;
ESTADOS UNIDOS,TECUN UMAN,26/12/2016, 87043151,1998,FORD,F-150 4X2,4200,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,18568.01,2228.16,;
ESTADOS UNIDOS,EL CARMEN,26/12/2016, 87042151,2002,FORD,F-250 SD CREW CAB 4X4 XL,7300,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,34290.92,4114.91,;
ESTADOS UNIDOS,EL CARMEN,14/12/2016, 87042290,1988,FORD,F700F,6600,PESADO,CAMION,OCASIONAL,DIESEL,3,2,10,33904.97,4068.6,;
MEXICO,PUERTO BARRIOS,04/01/2017, 8703226900,2012,FIAT,500 POP,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,17125.21,2055.03,;
MEXICO,PUERTO BARRIOS,16/12/2016, 87032369,2013,FIAT,500 POP,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,17890.66,2146.88,;
TAILANDIA,PUERTO QUETZAL,09/12/2016, 87042159,2017,FIAT,FULLBACK,2500,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,141202.86,16944.34,;
TAILANDIA,PUERTO QUETZAL,09/12/2016, 87042159,2017,FIAT,FULLBACK,2500,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,141202.86,16944.34,;
MEXICO,PUERTO BARRIOS,07/01/2017, 8703226900,2013,FIAT,500,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,15900.01,1908,;
ITALIA,PUERTO BARRIOS,14/12/2016, 87032259,2014,FIAT,PANDA 1.3,1248,LIVIANO,AUTOMOVIL,OCASIONAL,DIESEL,5,5,0,94309,11317.08,;
MEXICO,TECUN UMAN,16/12/2016, 87032269,2013,FIAT,500 POP,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,16279.9,1953.59,;
MEXICO,PUERTO BARRIOS,12/12/2016, 87032269,2012,FIAT,500,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,14641.65,1757,;
MEXICO,SANTO TOMAS DE CASTILLA,04/01/2017, 8703226900,2013,FIAT,500,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,17677.15,2121.26,;
MEXICO,PUERTO BARRIOS,08/12/2016, 87032269,2013,FIAT,500,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,17572.41,2108.69,;
MEXICO,SANTO TOMAS DE CASTILLA,16/12/2016, 87032269,2012,FIAT,500C POP,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,14594.22,1751.31,;
MEXICO,PUERTO BARRIOS,13/12/2016, 87032269,2012,FIAT,500 SPORT,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,13301.93,1596.23,;
MEXICO,PUERTO BARRIOS,09/12/2016, 87032269,2013,FIAT,500,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,15280.03,1833.6,;
MEXICO,EL CARMEN,30/12/2016, 87032269,2013,FIAT,500 SPORT,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,10252.62,1230.31,;
MEXICO,TECUN UMAN,27/12/2016, 87032269,2012,FIAT,500 LOUNGE,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,17911.46,2149.38,;
ESTADOS UNIDOS,TECUN UMAN,21/12/2016, 87012000,2000,FREIGHTLINER,CLASSIC XL D132064 T,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,50947.45,6113.69,;
ESTADOS UNIDOS,TECUN UMAN,21/12/2016, 87012000,2004,FREIGHTLINER,COLUMBIA 120,12800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,60606.54,7272.78,;
ESTADOS UNIDOS,TECUN UMAN,24/12/2016, 87012000,1999,FREIGHTLINER,FLC120 CENTURY CLASS,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,82507.84,9900.94,;
ESTADOS UNIDOS,TECUN UMAN,24/12/2016, 87012000,2005,FREIGHTLINER,ST120 CENTURY CLASS,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,54805.57,6576.67,;
ESTADOS UNIDOS,TECUN UMAN,22/12/2016, 87012000,2004,FREIGHTLINER,D132064 T CLASSIC XL,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,47267.91,5672.15,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 870540002001,1986,FREIGHTLINER,FLC,14000,,CAMION MEZCLADOR,OCASIONAL,DIESEL,2,2,15,84361.59,10123.39,;
CANADA,TECUN UMAN,21/12/2016, 87012000,1998,FREIGHTLINER,FLD120,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,39742,4769.04,;
ESTADOS UNIDOS,EL CARMEN,23/12/2016, 87012000,2005,FREIGHTLINER,CENTURY CLASS ST12064ST,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,54805.57,6576.67,;
ESTADOS UNIDOS,TECUN UMAN,24/12/2016, 87042290,1998,FREIGHTLINER,FL70,8300,PESADO,CAMION,OCASIONAL,DIESEL,2,2,10,40580.08,4869.61,;
ESTADOS UNIDOS,TECUN UMAN,24/12/2016, 87012000,2006,FREIGHTLINER,CL120064S T,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,69779.77,8373.57,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87042290,2005,FREIGHTLINER,ARGOSY,14000,PESADO,CAMION,OCASIONAL,DIESEL,2,2,20,114781.36,13773.76,;
ESTADOS UNIDOS,EL CARMEN,18/12/2016, 87042290,2003,FREIGHTLINER,FL80,5900,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,3,2,10,51694.11,6203.29,;
ESTADOS UNIDOS,TECUN UMAN,16/12/2016, 87021080,2009,FREIGHTLINER,B2,7200,PESADO,BUS,OCASIONAL,DIESEL,72,2,5,62332.61,7479.91,;
ESTADOS UNIDOS,TECUN UMAN,23/12/2016, 87012000,2004,FREIGHTLINER,COLUMBIA 120 CL120064ST,12800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,51062.02,6127.44,;
ESTADOS UNIDOS,EXPRESS AEREO,28/12/2016, 87042290,2000,FREIGHTLINER,FL70,7200,PESADO,CAMION,OCASIONAL,DIESEL,2,2,10,32467.39,3896.09,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87012000,2003,FREIGHTLINER,CENTURY CLASS S/T ST12064,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,54805.57,6576.67,;
ESTADOS UNIDOS,EL CARMEN,30/12/2016, 87042290,1998,FREIGHTLINER,FL70,5900,PESADO,CAMION,OCASIONAL,DIESEL,2,2,10,36256.52,4350.78,;
ESTADOS UNIDOS,TECUN UMAN,30/12/2016, 87021080,2002,FREIGHTLINER,FS65,6370,PESADO,BUS,OCASIONAL,DIESEL,54,2,5,29486.63,3538.4,;
ESTADOS UNIDOS,TECUN UMAN,24/12/2016, 87012000,2008,FREIGHTLINER,CL120064S T,14600,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,78015.58,9361.87,;
ESTADOS UNIDOS,EL CARMEN,24/12/2016, 87021080,2002,FREIGHTLINER,FS65,5900,PESADO,BUS,OCASIONAL,DIESEL,65,2,8,39831.37,4779.76,;
ESTADOS UNIDOS,TECUN UMAN,28/12/2016, 87012000,2000,FREIGHTLINER,C120064S T CENTURY CLASS,10800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,53337.34,6400.48,;
ESTADOS UNIDOS,TECUN UMAN,29/12/2016, 87012000,1999,FREIGHTLINER,FLD120,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,36256.52,4350.78,;
ESTADOS UNIDOS,TECUN UMAN,22/12/2016, 87012000,1998,FREIGHTLINER,D120042S T,11100,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,45481.01,5457.72,;
ESTADOS UNIDOS,TECUN UMAN,30/12/2016, 87042290,2000,FREIGHTLINER,ARGOSY,10800,PESADO,CAMION,OCASIONAL,DIESEL,2,2,15,30991.05,3718.93,;
CANADA,TECUN UMAN,20/12/2016, 87012000,1996,FREIGHTLINER,FLD120 D120064ST,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,47308.36,5677,;
ESTADOS UNIDOS,EL CARMEN,23/12/2016, 87042290,1999,FREIGHTLINER,FL70,5900,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,2,2,10,47131.29,5655.75,;
ESTADOS UNIDOS,TECUN UMAN,24/12/2016, 87012000,2007,FREIGHTLINER,ST120 CENTURY CLASS,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,85502.68,10260.32,;
ESTADOS UNIDOS,TECUN UMAN,24/12/2016, 87012000,2007,FREIGHTLINER,ST120064S T,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,75754.48,9090.54,;
ESTADOS UNIDOS,TECUN UMAN,28/12/2016, 87042290,2000,FREIGHTLINER,FLC120 CENTURY CLASS,12700,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,2,2,12,44347.9,5321.75,;
ESTADOS UNIDOS,EL CARMEN,12/12/2016, 87042290,1993,FREIGHTLINER,FL70,5900,PESADO,CAMION,OCASIONAL,DIESEL,2,2,6,32410.37,3889.24,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,2003,FREIGHTLINER,COLUMBIA 120,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,62332.61,7479.91,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,1999,FREIGHTLINER,FLD120 D132064 T,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,47348.81,5681.86,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,2002,FREIGHTLINER,COLUMBIA,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,58586.66,7030.4,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,2005,FREIGHTLINER,CC132064 T CORONADO,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,95964.11,11515.69,;
ESTADOS UNIDOS,TECUN UMAN,14/12/2016, 87012000,2001,FREIGHTLINER,CENTURY CLASS ST120064S T,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,54918.3,6590.2,;
ESTADOS UNIDOS,TECUN UMAN,14/12/2016, 87012000,2006,FREIGHTLINER,COLUMBIA 120,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,63181.77,7581.81,;
ESTADOS UNIDOS,TECUN UMAN,20/12/2016, 87012000,2005,FREIGHTLINER,COLUMBIA 120 CL120064ST,12800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,54793.86,6575.26,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,23/12/2016, 87042169,1999,FREIGHTLINER,FL60 4X2,7200,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,3,2,8,32044.79,3845.37,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87012000,2001,FREIGHTLINER,FLD120,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,47318.47,5678.22,;
ESTADOS UNIDOS,TECUN UMAN,22/12/2016, 87012000,2011,FREIGHTLINER,PX125064S T CASCADIA 125,14800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,123787.84,14854.54,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,2004,FREIGHTLINER,C120064S T COLUMBIA 120,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,69824.51,8378.94,;
ESTADOS UNIDOS,TECUN UMAN,23/12/2016, 87012000,2006,FREIGHTLINER,COLUMBIA 120 CL120064ST,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,58549.12,7025.89,;
CANADA,TECUN UMAN,22/12/2016, 87012000,1996,FREIGHTLINER,FLD120,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,39788.81,4774.66,;
ESTADOS UNIDOS,TECUN UMAN,21/12/2016, 87012000,2007,FREIGHTLINER,COLUMBIA CL120064S T,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,20,42789.88,5134.79,;
ESTADOS UNIDOS,TECUN UMAN,21/12/2016, 87012000,2000,FREIGHTLINER,FLD13264 T CLASSIC XL,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,44224.18,5306.9,;
ESTADOS UNIDOS,TECUN UMAN,21/12/2016, 87012000,2000,FREIGHTLINER,D120064S T CLASSIC,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,47308.36,5677,;
ESTADOS UNIDOS,TECUN UMAN,20/12/2016, 87012000,2000,FREIGHTLINER,CLASSIC XL,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,20,54793.86,6575.26,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,2000,FREIGHTLINER,FLD120,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,51094.76,6131.37,;
ESTADOS UNIDOS,TECUN UMAN,20/12/2016, 87042290,2000,FREIGHTLINER,FL70,7200,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,2,2,10,33834.46,4060.14,;
ESTADOS UNIDOS,TECUN UMAN,13/12/2016, 87012000,2005,FREIGHTLINER,COLUMBIA 120,12800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,56418.8,6770.26,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,1994,FREIGHTLINER,D120064S T,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,43602.86,5232.34,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,1994,FREIGHTLINER,B100064 T,11100,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,43602.86,5232.34,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,2000,FREIGHTLINER,D132064 T FLD120,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,51094.76,6131.37,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87012000,2002,FREIGHTLINER,ST120064S T CENTURY CLASS,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,47348.81,5681.86,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87042290,2006,FREIGHTLINER,BUSINESS CLASS M2 112,12800,PESADO,CAMION,OCASIONAL,DIESEL,2,2,10,62326.78,7479.21,;
ESTADOS UNIDOS,TECUN UMAN,04/01/2017, 8701200000,2007,FREIGHTLINER,CLASSIC XL D132064 T,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,93149.06,11177.89,;
ESTADOS UNIDOS,TECUN UMAN,20/12/2016, 87012000,2005,FREIGHTLINER,COLUMBIA 120,12800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,54793.86,6575.26,;
ESTADOS UNIDOS,TECUN UMAN,12/12/2016, 87012000,2003,FREIGHTLINER,CL120064S T COLUMBIA 120,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,43513.92,5221.67,;
