Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;;
CANADA,TECUN UMAN,05/09/2016, 87032490,2002,ACURA,MDX 4X4,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26239.9,3148.79,;;
JAPON,EL CARMEN,04/09/2016, 87032369,2002,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,10334.6,1240.15,;;
ESTADOS UNIDOS,EL CARMEN,03/09/2016, 87032369,2013,HYUNDAI,ELANTRA LIMITED,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27594.12,3311.29,;;
COREA DEL SUR,EL CARMEN,03/09/2016, 87032369,2005,HYUNDAI,ELANTRA,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10017.77,1202.13,;;
COREA DEL SUR,TECUN UMAN,16/08/2016, 87032369,2011,HYUNDAI,ELANTRA GLS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27234.8,3268.18,;;
COREA DEL SUR,PUERTO QUETZAL,05/09/2016, 87033273,2002,HYUNDAI,TERRACAN JX250 4X4,2500,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,7,4,0,22492.42,2699.09,;;
COREA DEL SUR,PUERTO QUETZAL,05/09/2016, 87033273,2001,HYUNDAI,TERRACAN JX250 4X4,2500,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,7,4,0,20384.63,2446.16,;;
COREA DEL SUR,PUERTO BARRIOS,10/08/2016, 87032369,2014,HYUNDAI,ACCENT GLS,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21428.26,2571.39,;;
COREA DEL SUR,EL CARMEN,22/08/2016, 87032369,1997,HYUNDAI,ELANTRA GLS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10391.12,1246.93,;;
COREA DEL SUR,PUERTO BARRIOS,25/08/2016, 87032369,2008,HYUNDAI,ACCENT SE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,9344.67,1121.36,;;
COREA DEL SUR,PUERTO QUETZAL,07/09/2016, 87033279,2017,HYUNDAI,SANTA FE,2200,LIVIANO,CAMIONETA SPORT,DISTRIBUIDOR,DIESEL,7,5,0,588714.72,70645.77,;;
COREA DEL SUR,PUERTO QUETZAL,07/09/2016, 87033279,2017,HYUNDAI,SANTA FE,2200,LIVIANO,CAMIONETA SPORT,DISTRIBUIDOR,DIESEL,7,5,0,588714.72,70645.77,;;
COREA DEL SUR,PUERTO QUETZAL,07/09/2016, 87033279,2017,HYUNDAI,SANTA FE,2200,LIVIANO,CAMIONETA SPORT,DISTRIBUIDOR,DIESEL,7,5,0,588714.72,70645.77,;;
COREA DEL SUR,PUERTO BARRIOS,18/08/2016, 87032369,2011,HYUNDAI,ACCENT GL,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,11664.58,1399.75,;;
COREA DEL SUR,PUERTO BARRIOS,05/09/2016, 87032379,2005,HYUNDAI,SANTA FE GLS 4WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9183.96,1102.08,;;
COREA DEL SUR,PUERTO QUETZAL,06/09/2016, 87033273,2002,HYUNDAI,TERRACAN 4X4,2500,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,7,5,0,20965.05,2515.81,;;
COREA DEL SUR,PUERTO QUETZAL,06/09/2016, 87033273,2002,HYUNDAI,TERRACAN 4X4,2500,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,7,5,0,20965.05,2515.81,;;
COREA DEL SUR,EL CARMEN,20/08/2016, 87032369,2012,HYUNDAI,ACCENT GLS,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14217.15,1706.06,;;
COREA DEL SUR,PUERTO BARRIOS,26/08/2016, 87032379,2002,HYUNDAI,SANTA FE 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11859.31,1423.12,;;
COREA DEL SUR,PUERTO BARRIOS,11/08/2016, 87032379,2011,HYUNDAI,TUCSON 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,46684.56,5602.15,;;
COREA DEL SUR,EL CARMEN,26/08/2016, 87032379,2003,HYUNDAI,SANTA FE GLS 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14200.96,1704.12,;;
COREA DEL SUR,PUERTO BARRIOS,26/08/2016, 87032369,2007,HYUNDAI,Tucson GLS 4X2,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27042.25,3245.07,;;
COREA DEL SUR,PUERTO QUETZAL,07/09/2016, 87032269,2017,HYUNDAI,ACCENT GLS,1400,LIVIANO,AUTOMOVIL,DISTRIBUIDOR,GASOLINA,5,4,0,72517.88,8702.15,;;
COREA DEL SUR,PUERTO QUETZAL,07/09/2016, 87032269,2017,HYUNDAI,ACCENT GLS,1400,LIVIANO,AUTOMOVIL,DISTRIBUIDOR,GASOLINA,5,4,0,80152.54,9618.3,;;
COREA DEL SUR,PUERTO QUETZAL,07/09/2016, 87032269,2017,HYUNDAI,ACCENT GLS,1400,LIVIANO,AUTOMOVIL,DISTRIBUIDOR,GASOLINA,5,5,0,79320.94,9518.51,;;
COREA DEL SUR,EL CARMEN,07/09/2016, 87032369,2008,HYUNDAI,TIBURON,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,12663.17,1519.58,;;
COREA DEL SUR,PUERTO QUETZAL,07/09/2016, 87032269,2017,HYUNDAI,ACCENT GLS,1400,LIVIANO,AUTOMOVIL,DISTRIBUIDOR,GASOLINA,5,5,0,79320.94,9518.51,;;
ESTADOS UNIDOS,PUERTO BARRIOS,10/08/2016, 87032369,2011,HYUNDAI,ELANTRA GLS A/T,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,30661.33,3679.36,;;
ESTADOS UNIDOS,EL CARMEN,12/08/2016, 87032379,2009,HYUNDAI,SANTA FE GLS 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18927.9,2271.35,;;
COREA DEL SUR,EL CARMEN,11/08/2016, 87032369,2010,HYUNDAI,ACCENT GLS,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20419.32,2450.32,;;
COREA DEL SUR,PUERTO BARRIOS,12/08/2016, 87032369,2015,HYUNDAI,TUCSON GLS 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,33063.05,3967.57,;;
COREA DEL SUR,EL CARMEN,11/08/2016, 87032490,2003,HYUNDAI,SANTA FE 4X2 GLS,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11135.08,1336.21,;;
COREA DEL SUR,TECUN UMAN,13/08/2016, 87032379,2002,HYUNDAI,SANTA FE GLS V6 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20866.12,2503.93,;;
COREA DEL SUR,PUERTO BARRIOS,23/08/2016, 87032379,2005,HYUNDAI,TUCSON GLS V6 4WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17460.89,2095.31,;;
COREA DEL SUR,TECUN UMAN,30/08/2016, 87032379,2005,HYUNDAI,TUCSON GLS 2WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12145.71,1457.49,;;
ESTADOS UNIDOS,EL CARMEN,09/08/2016, 87032379,2007,HYUNDAI,SANTA FE GLS 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19694.7,2363.36,;;
COREA DEL SUR,EL CARMEN,09/08/2016, 87032379,2002,HYUNDAI,SANTA FE GLS 2WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14531.72,1743.81,;;
ESTADOS UNIDOS,TECUN UMAN,09/08/2016, 87032369,2012,HYUNDAI,ELANTRA GL,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,34460.08,4135.21,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2003,HYUNDAI,COUNTY,3298,PESADO,BUS,OCASIONAL,DIESEL,25,2,0,28522.65,3422.72,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2004,HYUNDAI,COUNTY,3298,PESADO,BUS,OCASIONAL,DIESEL,25,2,0,28522.65,3422.72,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2005,HYUNDAI,COUNTY,3298,PESADO,BUS,OCASIONAL,DIESEL,25,2,0,28522.65,3422.72,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2000,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,28522.65,3422.72,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2001,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,28522.65,3422.72,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2001,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,28522.65,3422.72,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2002,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,28522.65,3422.72,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2003,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,28522.65,3422.72,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87021070,2003,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,28522.65,3422.72,;;
COREA DEL SUR,EL CARMEN,16/08/2016, 87032379,2003,HYUNDAI,SANTA FE 4X2 GL,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14255.13,1710.62,;;
COREA DEL SUR,EL CARMEN,04/09/2016, 87032379,2003,HYUNDAI,SANTA FE 4X2 GL,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23233.98,2788.08,;;
ESTADOS UNIDOS,TECUN UMAN,23/08/2016, 87032379,2008,HYUNDAI,SANTA FE GLS,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13297.43,1595.69,;;
ESTADOS UNIDOS,TECUN UMAN,24/08/2016, 87032379,2007,HYUNDAI,SANTA FE GLS,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18064.29,2167.71,;;
COREA DEL SUR,SANTO TOMAS DE CASTILLA,31/08/2016, 87032369,2005,HYUNDAI,TUCSON GL 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19864.92,2383.79,;;
COREA DEL SUR,PUERTO QUETZAL,12/08/2016, 87021070,2004,HYUNDAI,COUNTY,3298,PESADO,BUS,OCASIONAL,DIESEL,29,2,0,70209.44,8425.13,;;
COREA DEL SUR,PUERTO QUETZAL,12/08/2016, 87021070,2008,HYUNDAI,COUNTY,3298,PESADO,BUS,OCASIONAL,DIESEL,29,2,0,88023.83,10562.86,;;
COREA DEL SUR,PUERTO QUETZAL,12/08/2016, 87021070,2008,HYUNDAI,COUNTY,3298,PESADO,BUS,OCASIONAL,DIESEL,29,2,0,88023.83,10562.86,;;
COREA DEL SUR,PUERTO QUETZAL,12/08/2016, 87021070,2001,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,30389.2,3646.7,;;
COREA DEL SUR,PUERTO BARRIOS,23/08/2016, 87032379,2005,HYUNDAI,TUCSON GLS V6 4WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11577.74,1389.33,;;
COREA DEL SUR,PUERTO BARRIOS,24/08/2016, 87032369,2006,HYUNDAI,TUCSON GL 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21135.53,2536.26,;;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,26/08/2016, 87032379,2007,HYUNDAI,SANTA FE GLS 4X4,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,22570.46,2708.46,;;
ESTADOS UNIDOS,EL CARMEN,23/08/2016, 87032379,2010,HYUNDAI,SONATA GLS,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13365.4,1603.85,;;
COREA DEL SUR,PUERTO BARRIOS,06/09/2016, 87032379,2006,HYUNDAI,TUCSON GLS V6 LIMITED 4WD,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13824.85,1658.98,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87021070,1999,HYUNDAI,GRACE TURBO DIESEL,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,1,18680.9,2241.71,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87021070,1999,HYUNDAI,GRACE TURBO DIESEL,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,1,18680.9,2241.71,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87021070,2000,HYUNDAI,GRACE TURBO DIESEL,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,1,18680.9,2241.71,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87021070,2001,HYUNDAI,GRACE TURBO DIESEL,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,1,18680.9,2241.71,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87021070,2002,HYUNDAI,GRACE TURBO DIESEL,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,1,18680.9,2241.71,;;
COREA DEL SUR,PUERTO BARRIOS,06/09/2016, 87032369,2013,HYUNDAI,ACCENT,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16125.22,1935.03,;;
COREA DEL SUR,PUERTO QUETZAL,16/08/2016, 87021070,2001,HYUNDAI,GRACE GRAND SALOON,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,1,33987.23,4078.47,;;
COREA DEL SUR,TECUN UMAN,02/09/2016, 87032379,2010,HYUNDAI,TUCSON GLS 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32572.83,3908.74,;;
COREA DEL SUR,PUERTO BARRIOS,31/08/2016, 87032369,2013,HYUNDAI,ELANTRA GT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20703.6,2484.43,;;
ESTADOS UNIDOS,PUERTO BARRIOS,01/09/2016, 87032490,2007,HYUNDAI,SANTA FE LIMITED 4X2,3300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22645.8,2717.5,;;
COREA DEL SUR,PUERTO BARRIOS,18/08/2016, 87032369,2009,HYUNDAI,ACCENT GLS,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12355.6,1482.67,;;
COREA DEL SUR,EL CARMEN,03/09/2016, 87032369,2014,HYUNDAI,VELOSTER T,1600,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,3,0,31743.05,3809.17,;;
COREA DEL SUR,PUERTO QUETZAL,05/09/2016, 87021070,2002,HYUNDAI,COUNTY,3907,PESADO,BUS,OCASIONAL,DIESEL,25,2,2,36277.86,4353.34,;;
ESTADOS UNIDOS,PUERTO BARRIOS,10/08/2016, 87032379,2011,HYUNDAI,SANTA FE GLS,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31113.56,3733.63,;;
COREA DEL SUR,TECUN UMAN,19/08/2016, 87032379,2011,HYUNDAI,TUCSON LIMITED 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27475.24,3297.03,;;
COREA DEL SUR,PUERTO BARRIOS,20/08/2016, 87032379,2013,HYUNDAI,TUCSON,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,39251.36,4710.16,;;
COREA DEL SUR,EL CARMEN,14/08/2016, 87032369,2013,HYUNDAI,VELOSTER TURBO,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,3,0,21451.58,2574.19,;;
COREA DEL SUR,EL CARMEN,21/08/2016, 87032369,2013,HYUNDAI,VELOSTER,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,3,0,32481.29,3897.75,;;
COREA DEL SUR,TECUN UMAN,02/09/2016, 87032379,2003,HYUNDAI,SANTA FE 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19462.23,2335.47,;;
COREA DEL SUR,PUERTO BARRIOS,03/09/2016, 87032369,2014,HYUNDAI,ACCENT,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,31780.77,3813.69,;;
COREA DEL SUR,PUERTO BARRIOS,10/08/2016, 87032369,2007,HYUNDAI,ACCENT SE 3-DOOR,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,7861.3,943.36,;;
COREA DEL SUR,G8; CENTRALSA,23/08/2016, 87032369,2013,HYUNDAI,ELANTRA GT,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28771.37,3452.56,;
COREA DEL SUR,TECUN UMAN,22/08/2016, 87032369,2000,HYUNDAI,ELANTRA GLS,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13026.55,1563.19,;;
COREA DEL SUR,PUERTO QUETZAL,02/09/2016, 87021070,1999,HYUNDAI,GRACE TURBO DIESEL,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,1,20968.67,2516.24,;;
COREA DEL SUR,PUERTO QUETZAL,02/09/2016, 87021070,1999,HYUNDAI,GRACE TURBO DIESEL,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,1,20968.67,2516.24,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87033273,2001,HYUNDAI,TERRACAN JX250 4X4,2500,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,7,4,0,20982.84,2517.94,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87033269,2001,HYUNDAI,SANTA FE GOLD,2000,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,7,4,0,17146.27,2057.55,;;
COREA DEL SUR,PUERTO BARRIOS,02/09/2016, 87032369,2002,HYUNDAI,ACCENT GL,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8335.57,1000.27,;;
COREA DEL SUR,G8; CENTRALSA,11/08/2016, 87032369,2008,HYUNDAI,ELANTRA,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15850.73,1902.09,;
COREA DEL SUR,TECUN UMAN,31/08/2016, 87032379,2012,HYUNDAI,TUCSON 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29857.8,3582.94,;;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,31/08/2016, 87032369,2013,HYUNDAI,ELANTRA GLS,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,29306.42,3516.77,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87033263,2006,HYUNDAI,TUCSON MX 4X4,2000,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,5,4,0,32127.6,3855.31,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87021070,2003,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,39398.41,4727.81,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87033273,2002,HYUNDAI,TERRACAN JX250 4X4,2500,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,7,4,0,20215.53,2425.86,;;
COREA DEL SUR,PUERTO QUETZAL,01/09/2016, 87033269,2011,HYUNDAI,TUCSON X20,2000,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,4,0,44404.64,5328.56,;;
COREA DEL SUR,PUERTO BARRIOS,12/08/2016, 87032369,2013,HYUNDAI,ELANTRA GLS,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24566.48,2947.98,;;
COREA DEL SUR,EL CARMEN,09/08/2016, 87032369,2014,HYUNDAI,TUCSON GL 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,34656.05,4158.73,;;
COREA DEL SUR,TECUN UMAN,09/08/2016, 87032379,2013,HYUNDAI,TUCSON 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,38810.77,4657.29,;;
COREA DEL SUR,PUERTO BARRIOS,30/08/2016, 87032369,2006,HYUNDAI,TUCSON 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25678.43,3081.41,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87033279,2002,HYUNDAI,TERRACAN EX250,2500,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,4,0,22837.72,2740.53,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87033370,2002,HYUNDAI,TERRACAN JX290,2900,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,4,0,22837.72,2740.53,;;
COREA DEL SUR,PUERTO QUETZAL,10/08/2016, 87033273,2001,HYUNDAI,TERRACAN JX250,2500,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,4,0,22837.72,2740.53,;;
COREA DEL SUR,PUERTO BARRIOS,22/08/2016, 87032379,2006,HYUNDAI,TUCSON GLS 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10767.61,1292.11,;;
COREA DEL SUR,EL CARMEN,27/08/2016, 87032379,2004,HYUNDAI,SANTA FE 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16678.57,2001.43,;;
COREA DEL SUR,PUERTO QUETZAL,31/08/2016, 87033370,2005,HYUNDAI,TERRACAN JX290 4X4,2900,LIVIANO,CAMIONETA AGRIC.,OCASIONAL,DIESEL,7,5,0,30209.02,3625.08,;;
COREA DEL SUR,TECUN UMAN,01/09/2016, 87032379,2002,HYUNDAI,SANTA FE 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10152.87,1218.34,;;
ESTADOS UNIDOS,TECUN UMAN,02/09/2016, 87032369,2011,HYUNDAI,ELANTRA GLS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25131.17,3015.74,;;
COREA DEL SUR,PUERTO BARRIOS,12/08/2016, 87032369,2008,HYUNDAI,TUCSON GLS 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10455.58,1254.67,;;
COREA DEL SUR,TECUN UMAN,15/08/2016, 87032379,2003,HYUNDAI,SANTA FE 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9855.12,1182.61,;;
ESTADOS UNIDOS,EL CARMEN,23/08/2016, 87032369,2013,HYUNDAI,ELANTRA LIMITED,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18403.7,2208.44,;;
ESTADOS UNIDOS,PUERTO BARRIOS,01/09/2016, 87032379,2007,HYUNDAI,SONATA GLS XM,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10417.07,1250.05,;;
ESTADOS UNIDOS,PUERTO BARRIOS,02/09/2016, 87032369,2013,HYUNDAI,ELANTRA GLS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19145.4,2297.45,;;
COREA DEL SUR,PUERTO QUETZAL,19/08/2016, 87021070,2001,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,30331.87,3639.82,;;
COREA DEL SUR,PUERTO QUETZAL,19/08/2016, 87021070,2000,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,28309.72,3397.17,;;
COREA DEL SUR,PUERTO BARRIOS,22/08/2016, 87032369,2008,HYUNDAI,ACCENT GS,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,10940.8,1312.9,;;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,25/08/2016, 87032369,2013,HYUNDAI,ELANTRA LIMITED,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,31788.49,3814.62,;;
COREA DEL SUR,PUERTO BARRIOS,22/08/2016, 87032369,2014,HYUNDAI,TUCSON GLS AWD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,39215.2,4705.82,;;
MEXICO,TECUN UMAN,01/09/2016, 87163900,1993,HYUNDAI,CSS20011R,0,PESADO,PORTA CONTENEDOR,OCASIONAL,OTROS,0,0,20,25061.35,5814.24,;;
COREA DEL SUR,PUERTO BARRIOS,15/08/2016, 87032379,2006,HYUNDAI,SANTA FE GLS 4X2,2700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11258.7,1351.04,;;
ESTADOS UNIDOS,EL CARMEN,15/08/2016, 87032379,2012,HYUNDAI,SONATA SE,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24153.66,2898.44,;;
COREA DEL SUR,PUERTO BARRIOS,20/08/2016, 87032379,2010,HYUNDAI,TUCSON  4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29547.59,3545.71,;;
COREA DEL SUR,PUERTO BARRIOS,15/08/2016, 87032490,2004,HYUNDAI,SANTA FE GLS 4X2,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9082.02,1089.84,;;
COREA DEL SUR,EL CARMEN,29/08/2016, 87032379,2013,HYUNDAI,TUCSON GLS 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,45533.7,5464.04,;;
COREA DEL SUR,PUERTO BARRIOS,11/08/2016, 87032369,2015,HYUNDAI,VELOSTER TURBO,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,3,0,56525.56,6783.07,;;
COREA DEL SUR,PUERTO BARRIOS,26/08/2016, 87032369,2013,HYUNDAI,VELOSTER TURBO,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,3,0,24549.53,2945.94,;;
COREA DEL SUR,PUERTO BARRIOS,31/08/2016, 87032369,2012,HYUNDAI,ELANTRA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27040.81,3244.9,;;
COREA DEL SUR,TECUN UMAN,31/08/2016, 87032369,2009,HYUNDAI,ACCENT GS,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,10521.61,1262.59,;;
COREA DEL SUR,PUERTO QUETZAL,22/08/2016, 87042161,2008,HYUNDAI,PORTER II,2500,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1,28797.17,3455.66,;;
