ALEMANIA REP. FED.,EL CARMEN,24/04/2016, 87032379,2001,BMW,330 Ci CONVERTIBLE,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,18745.77,2249.49,;
ALEMANIA REP. FED.,EL CARMEN,11/04/2016, 87032379,2007,BMW,328Xi,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23416.45,2809.97,;
ALEMANIA REP. FED.,EL CARMEN,23/04/2016, 87032379,2001,BMW,330i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12616.69,1514,;
ALEMANIA REP. FED.,PUERTO BARRIOS,14/04/2016, 87032369,2013,BMW,328I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,61265.32,7351.84,;
ALEMANIA REP. FED.,PUERTO BARRIOS,26/04/2016, 87032379,2001,BMW,325Xi SPORT,2500,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,9597.97,1151.76,;
ESTADOS UNIDOS,EXPRESS AEREO,08/04/2016, 87115090,2015,BMW,K1300S,1293,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,151546.43,18185.57,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,08/04/2016, 87032379,2004,BMW,325I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16295.46,1955.46,;
ALEMANIA REP. FED.,PUERTO BARRIOS,27/04/2016, 87032379,2008,BMW,335I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22822.83,2738.74,;
ALEMANIA REP. FED.,PUERTO QUETZAL,04/05/2016, 87032369,2002,BMW,MINI COOPER,1590,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,3,0,17975.75,2157.09,;
JAPON,PUERTO QUETZAL,13/04/2016, 87032369,2005,BMW,X3,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,33478.63,4017.44,;
ALEMANIA REP. FED.,PUERTO BARRIOS,19/04/2016, 87032379,2004,BMW,325i,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10343.94,1241.27,;
