"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"INDIA,PUERTO QUETZAL,05/07/2018, 8711209000,2018,HONDA,ACTIVA 125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,301432.18,36171.86,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"CHINA,PUERTO QUETZAL,11/06/2018, 8711209000,2018,SUZUKI,GN125F,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,599099.36,71891.92,",
"MEXICO,SANTO TOMAS DE CASTILLA,23/06/2018, 8703236900,2012,NISSAN,VERSA,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16617.16,1994.06,",
"TAIWAN,SANTO TOMAS DE CASTILLA,23/06/2018, 8711109000,2016,ZHEJIANG,SMARTY 50,50,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,3856,462.72,",
"ESTADOS UNIDOS,TECUN UMAN,25/06/2018, 8703100000,2014,POLARIS,RZR S 800 EFI H O EPS 4X4,760,LIVIANO,VEHICULO RUSTICO,OCASIONAL,GASOLINA,2,2,0,25316.2,3037.94,",
"COREA DEL SUR,PUERTO QUETZAL,25/06/2018, 8702107000,2004,KIA,PREGIO,2957,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,24939.04,2992.68,",
"JAPON,SANTO TOMAS DE CASTILLA,25/06/2018, 8703226900,2006,SCION,XA,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12417.09,1490.05,",
"BRASIL,EL CARMEN,25/06/2018, 8711209000,2008,HONDA,CRF230F,230,LIVIANO,MOTO,OCASIONAL,GASOLINA,1,0,0,13063.56,1567.63,",
"JAPON,EL CARMEN,26/06/2018, 8704315100,1992,TOYOTA,DLX XTRACAB 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,22902.5,2748.3,",
"ESTADOS UNIDOS,EL CARMEN,25/06/2018, 8704315100,1998,TOYOTA,TACOMA 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,18348.54,2201.82,",
"ESTADOS UNIDOS,EL CARMEN,25/06/2018, 8704315100,2000,TOYOTA,TACOMA PRERUNNER X/C 2WD,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18685.55,2242.27,",
"JAPON,PUERTO BARRIOS,26/06/2018, 8703237900,2017,MAZDA,CX-5 SPORT AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,47976.57,5757.19,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,20/06/2018, 8704315100,2008,CHEVROLET,COLORADO LS EXTENDED CAB,2900,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,13184.35,1582.12,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,28/06/2018, 8703236900,2010,HONDA,CIVIC DX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18471.21,2216.55,",
"REINO UNIDO,EL CARMEN,29/06/2018, 8703237900,2005,HONDA,CR-V SE 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25327.35,3039.28,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"CHINA,PUERTO QUETZAL,02/07/2018, 8711209000,2019,FREEDOM,FIRE125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,482819.55,57938.35,",
"JAPON,EL CARMEN,27/06/2018, 8703237900,2013,TOYOTA,RAV4 LE 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,42925.06,5151.01,",
"CANADA,PUERTO BARRIOS,27/06/2018, 8703236900,2013,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,29473.51,3536.82,",
"ESTADOS UNIDOS,EL CARMEN,22/06/2018, 8704315100,2003,TOYOTA,TACOMA XTRA CAB SR5 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29371.21,3524.55,",
"ALEMANIA REP. FED.,TECUN UMAN,23/06/2018, 8703236900,2013,VOLKSWAGEN,GTI,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25713.17,3085.58,",
"JAPON,EL CARMEN,25/06/2018, 8704315100,1987,TOYOTA,4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22465.43,2695.85,",
"MEXICO,TECUN UMAN,25/06/2018, 8703236900,2011,FORD,FIESTA SE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14079.7,1689.56,",
"JAPON,EL CARMEN,25/06/2018, 8703237900,2002,HONDA,CR-V LX  2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12192.42,1463.09,",
"MEXICO,TECUN UMAN,19/06/2018, 8703236900,2016,MAZDA,MAZDA 3I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,34868.45,4184.21,",
"JAPON,EL CARMEN,02/07/2018, 8703237900,2000,MITSUBISHI,Montero Sport XLS 2WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21580.7,2589.68,",
"JAPON,EL CARMEN,02/07/2018, 8704315100,1991,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22156.11,2658.73,",
"JAPON,PUERTO BARRIOS,02/07/2018, 8704315100,1991,MAZDA,B2200 2WD,2200,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,12337.72,1480.53,",
"COREA DEL SUR,PUERTO BARRIOS,02/07/2018, 8703236900,2014,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16435.65,1972.28,",
"ESTADOS UNIDOS,PEDRO DE ALVARADO,03/07/2018, 8703249000,2013,HONDA,PILOT,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,133743.72,16049.25,",
"ESTADOS UNIDOS,EL CARMEN,02/07/2018, 8703249000,2007,CHEVROLET,CORVETTE,6000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,68773.51,8252.82,",
"JAPON,EL CARMEN,02/07/2018, 8704315100,1985,TOYOTA,4X2 STANDARD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22469.11,2696.29,",
"JAPON,TECUN UMAN,02/07/2018, 8703226900,2009,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10340.75,1240.89,",
"REINO UNIDO,PUERTO BARRIOS,02/07/2018, 8703237900,2003,HONDA,CR-V EX REALTIME 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15709.7,1885.16,",
"ESTADOS UNIDOS,EL CARMEN,03/07/2018, 8704315100,1995,TOYOTA,TACOMA XTRA CAB 4X4 SR5,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18583.38,2230.01,",
"JAPON,PUERTO BARRIOS,03/07/2018, 8703237900,2010,MITSUBISHI,LANCER GTS,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15760.96,1891.32,",
"ESPANA,EL CARMEN,03/07/2018, 8711309000,2006,SUZUKI,GS500E,500,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,4780.73,573.69,",
