Pais de Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,
ESTADOS UNIDOS,PUERTO BARRIOS,25/07/2018, 8704315100,2004,TOYOTA,TACOMA PRERUNNER SR5 2WD,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,24898.06,2987.77,
"JAPON,G8,"" CENTRALSA,26/07/2018, 8703226900,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,13247.8,1589.74,"""
MEXICO,PUERTO BARRIOS,26/07/2018, 8703236900,2010,NISSAN,SENTRA SL,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17378,2085.36,
ESTADOS UNIDOS,EL CARMEN,26/07/2018, 8703236900,2007,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15270.94,1832.51,
JAPON,SANTO TOMAS DE CASTILLA,26/07/2018, 8703236900,2010,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12384.45,1486.13,
ESTADOS UNIDOS,PUERTO BARRIOS,27/07/2018, 8703236900,2006,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9646.88,1157.63,
ESTADOS UNIDOS,EL CARMEN,30/07/2018, 8704315100,2000,FORD,F-150 T. S/C LARIAT 4X4,5400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,6,4,1,46288.13,5554.58,
REINO UNIDO,TECUN UMAN,30/07/2018, 8703249000,2003,JAGUAR,S-TYPE,4200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11450.83,1374.1,
CANADA,TECUN UMAN,30/07/2018, 8703237900,2009,TOYOTA,RAV4 4WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31283.96,3754.08,
COREA DEL SUR,EL CARMEN,30/07/2018, 8703225900,2014,CHEVROLET,SPARK LS,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17460.64,2095.28,
JAPON,TECUN UMAN,31/07/2018, 8703237900,1994,TOYOTA,4RUNNER 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21554.5,2586.54,
JAPON,EL CARMEN,30/07/2018, 8704315100,1990,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,23273.09,2792.77,
ESTADOS UNIDOS,TECUN UMAN,31/07/2018, 8703237900,2010,HONDA,CR-V EX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25296.6,3035.59,
JAPON,TECUN UMAN,31/07/2018, 8703236900,2004,MITSUBISHI,LANCER ES,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21554.5,2586.54,
JAPON,SANTO TOMAS DE CASTILLA,31/07/2018, 8703236900,2002,TOYOTA,RAV4 L 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,18906.75,2268.81,
JAPON,EL CARMEN,01/08/2018, 8703226900,2009,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,14486.37,1738.36,
JAPON,EL CARMEN,02/08/2018, 8704315100,1991,TOYOTA,DLX XTRA CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21401.77,2568.21,
JAPON,EL CARMEN,02/08/2018, 8704315100,1991,TOYOTA,XTRA CAB 4X4 SR5,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,23276.79,2793.21,
JAPON,EL CARMEN,03/08/2018, 8703237900,2007,HONDA,CR-V 4WD EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20737.88,2488.55,
JAPON,TECUN UMAN,03/08/2018, 8703236900,2003,TOYOTA,RAV4 L 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24556.05,2946.73,
JAPON,TECUN UMAN,03/08/2018, 8703237900,2002,HONDA,CR-V EX REALTIME 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30545.33,3665.44,
ESTADOS UNIDOS,TECUN UMAN,04/08/2018, 8704315100,2002,TOYOTA,TACOMA SR5 P/R D/CAB 2WD,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,25304.71,3036.57,
CANADA,EL CARMEN,04/08/2018, 8703236900,2003,TOYOTA,MATRIX XR,1800,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,19015.96,2281.92,
ESTADOS UNIDOS,TECUN UMAN,04/08/2018, 87163900,2010,GREAT DANE,SUP-1114-11053,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,149417.56,17930.11,
CANADA,TECUN UMAN,28/07/2018, 8703237900,2012,TOYOTA,RAV4 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19186.11,2302.33,
COREA DEL SUR,EL CARMEN,05/08/2018, 8703236900,2009,KIA,Rio LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,30341.24,3640.95,
BRASIL,EL CARMEN,20/07/2018, 8711209000,2008,HONDA,CRF150F,149,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,9391.34,1126.96,
COREA DEL SUR,EL CARMEN,20/07/2018, 8703236900,2009,KIA,SPORTAGE LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17048.93,2045.87,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
CHINA,PUERTO QUETZAL,25/07/2018, 8711209000,2018,ITALIKA,DM125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,390812.46,46897.5,
JAPON,EL CARMEN,24/07/2018, 8703237900,2003,HONDA,CR-V 4WD LX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23032.55,2763.91,
JAPON,EXPRESS AEREO,27/07/2018, 8703237900,2005,TOYOTA,RAV4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31616.33,3793.96,
ESTADOS UNIDOS,EL CARMEN,25/07/2018, 8704315100,1998,NISSAN,Frontier XE King Cab 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20050.42,2406.05,
BRASIL,EL CARMEN,25/07/2018, 8711209000,2014,HONDA,CRF150F,149,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,15071.48,1808.58,
JAPON,PUERTO BARRIOS,26/07/2018, 8703237900,2007,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17668.73,2120.25,
ESTADOS UNIDOS,PUERTO BARRIOS,27/07/2018, 8704315100,1994,TOYOTA,2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,12337.39,1480.49,
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,26/07/2018, 8703236900,2007,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9862.79,1183.53,
"JAPON,G1,"" INTEGRADA,27/07/2018, 8703236900,2009,MITSUBISHI,LANCER ES,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10896.92,1307.63,"""
JAPON,EL CARMEN,26/07/2018, 8703249000,2001,MITSUBISHI,MONTERO 4WD XLS,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,21580.13,2589.62,
ESTADOS UNIDOS,EL CARMEN,26/07/2018, 8704315100,1994,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22155.97,2658.72,
ALEMANIA REP. FED.,PUERTO BARRIOS,26/07/2018, 8703237900,2007,BMW,530I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12360.24,1483.23,
ESTADOS UNIDOS,PUERTO BARRIOS,26/07/2018, 8703237900,2012,JEEP,PATRIOT LATITUDE 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16206.68,1944.8,
REINO UNIDO,EL CARMEN,26/07/2018, 8703237900,2005,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16020.25,1922.43,
ESTADOS UNIDOS,PUERTO BARRIOS,26/07/2018, 8704315100,2005,TOYOTA,TACOMA PRERUNNER SR5 2WD,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,41758.82,5011.06,
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,26/07/2018, 8704315100,2001,TOYOTA,TACOMA SR5 X/C 4X4,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,11363.29,1363.59,
JAPON,EL CARMEN,26/07/2018, 8703237900,2017,MITSUBISHI,OUTLANDER ES 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,43909.57,5269.15,
JAPON,SANTO TOMAS DE CASTILLA,26/07/2018, 8703237900,2008,TOYOTA,RAV4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,34176.4,4101.17,
JAPON,PUERTO BARRIOS,26/07/2018, 8704315100,1989,TOYOTA,4X4 X/C,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,12813.2,1537.58,
ALEMANIA REP. FED.,EL CARMEN,26/07/2018, 8703237900,2003,BMW,3 SERIES 325xi,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10340.48,1240.86,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,210610.64,25273.28,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,214660.88,25759.31,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,214660.88,25759.31,
CHINA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,SERPENTO,DEFENDER 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,214660.88,25759.31,
"MEXICO,G8,"" CENTRALSA,09/07/2018, 8704315100,2017,TOYOTA,TACOMA SR5 DOBLE CABINA 2WD,3500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,77819.62,9338.35,"""
CANADA,EL CARMEN,25/07/2018, 8703237900,2010,TOYOTA,RAV4 BASE 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25758.8,3091.06,
ESTADOS UNIDOS,TECUN UMAN,25/07/2018, 8704315100,2007,NISSAN,FRONTIER KING CAB XE 2WD,2500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,30621.78,3674.61,
JAPON,SANTO TOMAS DE CASTILLA,25/07/2018, 8704315100,1990,TOYOTA,DLX 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,12069.16,1448.3,
JAPON,EL CARMEN,31/07/2018, 8703249000,1996,TOYOTA,4RUNNER SR5 4WD,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14071.42,1688.57,
JAPON,EL CARMEN,31/07/2018, 8703236900,2012,MAZDA,3i TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9752.69,1170.32,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2019,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,350731.74,42087.81,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,HONDA,XR150L,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2822030.41,338643.65,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,HONDA,XR150L,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2822030.41,338643.65,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,HONDA,XR150L,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2822030.41,338643.65,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,HONDA,XR150L,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2822030.41,338643.65,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,HONDA,XR150L,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2822030.41,338643.65,
