Pais de Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,
BRASIL,PUERTO QUETZAL,13/07/2018, 8704315100,2019,RENAULT,OROCH,1998,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,.65,91323.1,10958.77,
JAPON,PUERTO BARRIOS,27/07/2018, 8703226900,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15978.21,1917.39,
COREA DEL SUR,SANTO TOMAS DE CASTILLA,02/08/2018, 8703236900,2013,HYUNDAI,VELOSTER,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,3,0,30224.75,3626.97,
CANADA,PUERTO BARRIOS,02/08/2018, 8703236900,2013,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13113.69,1573.64,
JAPON,TECUN UMAN,02/08/2018, 8703226900,2007,TOYOTA,YARIS S,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14677.26,1761.27,
COREA DEL SUR,SANTO TOMAS DE CASTILLA,02/08/2018, 8703236900,2017,HYUNDAI,VELOSTER,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,3,0,56234.44,6748.13,
CANADA,PUERTO BARRIOS,02/08/2018, 8703249000,2007,CHEVROLET,EQUINOX LS 4X2,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9775.73,1173.09,
ESTADOS UNIDOS,EL CARMEN,02/08/2018, 8704315100,1994,TOYOTA,STD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22151.81,2658.22,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
INDIA,PUERTO QUETZAL,03/08/2018, 8711209000,2019,BAJAJ,DISCOVER 125 DS,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,914156.08,109698.73,
ESTADOS UNIDOS,TECUN UMAN,03/08/2018, 8703237900,2017,HONDA,CR-V 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,79956.89,9594.83,
JAPON,TECUN UMAN,03/08/2018, 8703247000,2000,ISUZU,LS 4WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23088.23,2770.59,
JAPON,TECUN UMAN,04/08/2018, 8704219900,2003,UD NISSAN,UD2300,6900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,3.4,47315.31,5677.84,
JAPON,TECUN UMAN,04/08/2018, 8704229000,2000,HINO,FE2620,8000,PESADO,CAMION,OCASIONAL,DIESEL,2,2,17,43572.01,5228.64,
JAPON,TECUN UMAN,04/08/2018, 8704315100,1987,TOYOTA,XTRACAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17818.11,2138.17,
COREA DEL SUR,TECUN UMAN,04/08/2018, 8703236900,2012,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20064.09,2407.69,
ESTADOS UNIDOS,PUERTO BARRIOS,04/08/2018, 8703236900,2003,DODGE,NEON SXT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18379.6,2205.55,
ESTADOS UNIDOS,TECUN UMAN,04/08/2018, 8703237900,2016,NISSAN,ROGUE S 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,57497.09,6899.65,
COREA DEL SUR,TECUN UMAN,04/08/2018, 8703236900,2016,HYUNDAI,ELANTRA GT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16380.68,1965.68,
COREA DEL SUR,EL CARMEN,06/08/2018, 8703237900,2012,KIA,SPORTAGE FWD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,33160.32,3979.24,
ESTADOS UNIDOS,TECUN UMAN,06/08/2018, 8716390000,1984,FRUEHAUF,SIN LINEA,0,PESADO,PLATAFORMA,OCASIONAL,OTROS,0,0,20,23983.22,5564.1,
ESTADOS UNIDOS,TECUN UMAN,06/08/2018, 8704229000,1995,CHEVROLET,C7500 KODIAK,7200,PESADO,CAMION,OCASIONAL,DIESEL,2,2,15,32849.68,3941.96,
JAPON,PUERTO BARRIOS,06/08/2018, 8703236900,2009,SCION,XD,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15592.09,1871.05,
ESTADOS UNIDOS,EL CARMEN,06/08/2018, 8703236900,2009,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19933.62,2392.03,
JAPON,EL CARMEN,06/08/2018, 8703236900,2013,MAZDA,CX-5 AWD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32636.34,3916.36,
ARGENTINA,PUERTO QUETZAL,06/08/2018, 8704215900,2019,TOYOTA,HILUX,2755,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,191850.8,23022.1,
MEXICO,EL CARMEN,20/07/2018, 8703237900,2005,VOLKSWAGEN,NEW JETTA 2.5L,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23782.58,2853.91,
JAPON,EL CARMEN,20/07/2018, 8704219900,1999,ISUZU,NPR,4800,PESADO,CAMION,OCASIONAL,DIESEL,3,2,3.4,39787.22,4774.47,
JAPON,PUERTO BARRIOS,19/07/2018, 8704315100,1993,TOYOTA,PICK UP XTRACAB 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,16114.94,1933.79,
ESTADOS UNIDOS,EXPRESS AEREO,20/07/2018, 87032369,2014,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,103997,12479.64,
REINO UNIDO,PUERTO BARRIOS,30/07/2018, 8703237900,2003,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13989.02,1678.68,
ESTADOS UNIDOS,TECUN UMAN,31/07/2018, 8703237900,2013,HYUNDAI,SANTA FE SPORT 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,40392.23,4847.07,
ESTADOS UNIDOS,TECUN UMAN,31/07/2018, 8716390000,2000,TRAILMOBILE,SIN LINEA,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,24847.54,5764.62,
JAPON,PUERTO BARRIOS,30/07/2018, 8703226900,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15206.25,1824.75,
JAPON,EL CARMEN,02/08/2018, 8703237900,2004,TOYOTA,RAV4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27594.75,3311.37,
JAPON,EL CARMEN,02/08/2018, 8703236900,2002,TOYOTA,RAV4 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14999.27,1799.91,
COREA DEL SUR,PUERTO BARRIOS,02/08/2018, 8703237900,2001,HYUNDAI,SANTA FE 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13852.04,1662.24,
ESTADOS UNIDOS,EL CARMEN,02/08/2018, 8711509000,1996,HONDA,SHADOW VT1100C,1100,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,9982.04,1197.84,
ESTADOS UNIDOS,PUERTO BARRIOS,02/08/2018, 8703249000,2006,MERCEDES-BENZ,R-CLASS R350,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,6,4,0,25328.76,3039.45,
JAPON,EL CARMEN,03/08/2018, 8703237900,2008,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26059.63,3127.16,
CANADA,SANTO TOMAS DE CASTILLA,02/08/2018, 8703236900,2009,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14158.32,1699,
ESTADOS UNIDOS,PUERTO BARRIOS,03/08/2018, 8703236900,2006,HONDA,CIVIC,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,2,11439.52,1372.74,
JAPON,PUERTO BARRIOS,03/08/2018, 8703236900,2013,MAZDA,3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18445.41,2213.45,
MEXICO,PUERTO BARRIOS,03/08/2018, 8703237900,2008,HONDA,CR-V 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18856.2,2262.74,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
INDIA,PUERTO QUETZAL,07/08/2018, 8711209000,2018,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,250927.71,30111.33,
"MEXICO,G8,"" CENTRALSA,12/07/2018, 8703236900,2011,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13877.79,1665.33,"""
JAPON,PUERTO BARRIOS,11/07/2018, 8703237900,2015,MAZDA,MAZDA3 S GRAND TOURING,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,29279.7,3513.56,
JAPON,EL CARMEN,11/07/2018, 8703236900,2003,TOYOTA,RAV4 4X2 L,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23058.42,2767.01,
JAPON,PUERTO BARRIOS,13/07/2018, 8703236900,2001,HONDA,CR-V LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12330.78,1479.69,
JAPON,PUERTO BARRIOS,14/07/2018, 8703226900,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18426.3,2211.16,
ESTADOS UNIDOS,TECUN UMAN,19/07/2018, 8704315100,1997,TOYOTA,TACOMA XTRA CAB 4WD,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,23782.58,2853.91,
JAPON,SANTO TOMAS DE CASTILLA,23/07/2018, 8703236900,2010,MAZDA,MAZDA 3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9853.76,1182.45,
JAPON,EL CARMEN,26/07/2018, 8703237900,2005,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16334.96,1960.2,
JAPON,EL CARMEN,06/08/2018, 8703237900,2010,MAZDA,MAZDA3 s,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21183.68,2542.04,
CANADA,SANTO TOMAS DE CASTILLA,07/08/2018, 8703236900,2016,FORD,EDGE SE 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,91497.26,10979.67,
REINO UNIDO,PUERTO BARRIOS,06/08/2018, 8703236900,2015,LAND ROVER,DISCOVERY SPORT HSE 4X4,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,148108.3,17773,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
CHINA,PUERTO QUETZAL,16/07/2018, 8711209000,2018,KYMCO,TWIST 125,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,267384.16,32086.1,
ESTADOS UNIDOS,TECUN UMAN,18/07/2018, 8704229000,1996,FREIGHTLINER,FL70,8300,PESADO,CAMION,OCASIONAL,DIESEL,3,2,10,44284.56,5314.15,
JAPON,EL CARMEN,20/07/2018, 8703236900,2010,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,36496.54,4379.58,
JAPON,TECUN UMAN,19/07/2018, 8704315100,1993,TOYOTA,REGULAR CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,18921.36,2270.56,
COREA DEL SUR,PUERTO QUETZAL,19/07/2018, 8703326900,2015,HYUNDAI,TUCSON EVGT,2000,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,5,4,0,86985.92,10438.31,
JAPON,EL CARMEN,20/07/2018, 8711209000,2002,HONDA,REFLEX NSS250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,5240.69,628.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
CHINA,PUERTO QUETZAL,01/08/2018, 8711209000,2019,FREEDOM,SUPER LIFE,150,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,370257.36,44430.88,
ESTADOS UNIDOS,TECUN UMAN,24/07/2018, 8704315100,2007,TOYOTA,TACOMA ACCESS CAB 4X4,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,38736.56,4648.39,
COREA DEL SUR,PUERTO QUETZAL,25/07/2018, 8704215100,2002,HYUNDAI,PORTER,2600,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1,25275.98,3033.12,
INDIA,PUERTO QUETZAL,06/08/2018, 8711209000,2019,HERO,DAWN 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,381422.75,45770.73,
