Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
