Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo_del_Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.11,48265.09,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXER,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,402209.03,48265.08,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
CHINA,PUERTO QUETZAL,08/04/2019, 8711209000,2019,FREEDOM,AVATAR LX,210,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,466726.35,56007.16,;
ESTADOS UNIDOS,EL CARMEN,08/04/2019, 8704315100,1992,TOYOTA,STD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,28492.19,3419.06,;
MEXICO,PUERTO QUETZAL,09/04/2019, 8703236900,2019,HONDA,HR-V 5DR 2WDEX CVT,1800,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,139037.63,16684.52,;
MEXICO,PUERTO QUETZAL,09/04/2019, 8703236900,2019,HONDA,HR-V 5DR 2WDEX CVT,1800,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,139037.63,16684.52,;
JAPON,SANTO TOMAS DE CASTILLA,08/04/2019, 8703236900,2014,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20833.63,2500.04,;
JAPON,EL CARMEN,08/04/2019, 8703237900,2002,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17904.64,2148.56,;
JAPON,EL CARMEN,08/04/2019, 8704315100,1994,TOYOTA,DLX XTRA CAB 4X2,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,14014.32,1681.72,;
REINO UNIDO,PUERTO BARRIOS,08/04/2019, 8703236900,2018,HONDA,CIVIC TYPE R,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25511.05,3061.33,;
MEXICO,PUERTO BARRIOS,08/04/2019, 8703236900,2014,NISSAN,VERSA NOTE SV,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27823.26,3338.79,;
JAPON,TECUN UMAN,15/04/2019, 8703237900,2003,HONDA,CR-V 4X4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15115.91,1813.91,;
JAPON,PUERTO BARRIOS,15/04/2019, 8703236900,2000,HONDA,CR-V LX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16355.11,1962.61,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
INDIA,PUERTO QUETZAL,16/04/2019, 8711209000,2019,SUZUKI,GIXXERFDZA,155,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,342486.74,41098.41,;
ESTADOS UNIDOS,EL CARMEN,16/04/2019, 8704315100,1994,TOYOTA,XTRA CAB 4X4 DLX,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29815.32,3577.84,;
JAPON,EL CARMEN,16/04/2019, 8704315100,1989,ISUZU,SPACE CAB LS 4X2,2600,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,19837.35,2380.48,;
JAPON,TECUN UMAN,16/04/2019, 8703237900,2004,TOYOTA,CAMRY LE,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23503.79,2820.45,;
COREA DEL SUR,PUERTO BARRIOS,16/04/2019, 8703236900,2013,HYUNDAI,ELANTRA GLS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20342.6,2441.11,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,08/04/2019, 8704315100,2000,TOYOTA,TACOMA SR5 X/C 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,19359.68,2323.16,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,09/04/2019, 8429590000,2011,CATERPILLAR,430E 4X4,4500,PESADO,RETROEXCAVADORA,OCASIONAL,DIESEL,1,2,0,272843.52,32741.22,;
JAPON,TECUN UMAN,09/04/2019, 8704215900,1998,GMC,FORWARD W4,3900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,3.4,38393.46,4607.22,;
COREA DEL SUR,PUERTO QUETZAL,10/04/2019, 8702107000,2003,HYUNDAI,COUNTY,3298,PESADO,BUS,OCASIONAL,DIESEL,25,3,2,47886.71,5746.41,;
COREA DEL SUR,PUERTO QUETZAL,10/04/2019, 8702107000,2004,HYUNDAI,COUNTY,3298,PESADO,BUS,OCASIONAL,DIESEL,25,3,2,47886.71,5746.41,;
COREA DEL SUR,PUERTO QUETZAL,10/04/2019, 8702107000,2005,HYUNDAI,COUNTY,3907,PESADO,BUS,OCASIONAL,DIESEL,25,3,2,47886.71,5746.41,;
COREA DEL SUR,PUERTO QUETZAL,10/04/2019, 8702107000,2005,HYUNDAI,COUNTY,3907,PESADO,BUS,OCASIONAL,DIESEL,25,3,2,47886.71,5746.41,;
JAPON,EL CARMEN,12/04/2019, 8704315100,1993,TOYOTA,4X4 XTRA CAB DLX,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29818.37,3578.2,;
JAPON,EL CARMEN,12/04/2019, 8704315100,1986,TOYOTA,SR5 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29433.36,3532,;
JAPON,EL CARMEN,12/04/2019, 8704315100,1988,TOYOTA,STANDARD 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29818.45,3578.21,;
ESTADOS UNIDOS,EXPRESS AEREO,15/04/2019, 8704315100,2004,NISSAN,FRONTIER XE KING CAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,26347.75,3161.73,;
JAPON,EL CARMEN,12/04/2019, 8704315100,1984,TOYOTA,XTRA CAB 4X4 SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,28663.35,3439.6,;
ESTADOS UNIDOS,EL CARMEN,15/04/2019, 8704315100,1994,TOYOTA,DX Xtracab 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29818.45,3578.21,;
JAPON,EL CARMEN,14/04/2019, 8704315100,1989,TOYOTA,DLX XTRA CAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29818.37,3578.2,;
MEXICO,TECUN UMAN,16/04/2019, 8703237900,2009,HONDA,CR-V LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29430.23,3531.63,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
INDIA,PUERTO QUETZAL,17/04/2019, 8711209000,2019,HONDA,NAVI 110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,258980.36,31077.64,;
