Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo_del_Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
CANADA,G8; CENTRALSA,25/04/2019, 8703236900,2015,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,33980.66,4077.68,
JAPON,SANTO TOMAS DE CASTILLA,25/04/2019, 8703226900,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13984.51,1678.14,;
JAPON,PUERTO BARRIOS,25/04/2019, 8703237900,2004,TOYOTA,RAV4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13922.31,1670.68,;
JAPON,EL CARMEN,24/04/2019, 8703226900,2009,TOYOTA,YARIS LIFTBACK S,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23690.42,2842.85,;
COREA DEL SUR,PUERTO BARRIOS,24/04/2019, 8703225900,2014,CHEVROLET,SPARK LT,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,4,0,13215.79,1585.89,;
ESTADOS UNIDOS,TECUN UMAN,25/04/2019, 8703236900,2016,HYUNDAI,ELANTRA LIMITED,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,32623.87,3914.86,;
JAPON,G8; CENTRALSA,25/04/2019, 8703237900,2014,MAZDA,CX-5 TOURING AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,33127.22,3975.27,
JAPON,EL CARMEN,25/04/2019, 8704315100,1993,TOYOTA,DLX 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29817.09,3578.05,;
MEXICO,PUERTO BARRIOS,26/04/2019, 8703236900,2015,NISSAN,VERSA NOTE S,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20768.03,2492.16,;
JAPON,EL CARMEN,26/04/2019, 8704315100,1995,TOYOTA,4X4 REGULAR CAB DX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29826.82,3579.22,;
ESTADOS UNIDOS,G8; CENTRALSA,30/04/2019, 8703236900,2008,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10992.22,1319.07,
ESTADOS UNIDOS,PUERTO BARRIOS,26/04/2019, 8703237900,2002,HONDA,CR-V EX 4X4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,8080.12,969.61,;
JAPON,PUERTO BARRIOS,26/04/2019, 8703237900,2017,MAZDA,CX-5 TOURING AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31765.82,3811.9,;
ESTADOS UNIDOS,EL CARMEN,26/04/2019, 8704315100,2005,TOYOTA,TACOMA SR5 ACCESS CAB 4X4,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,35774.39,4292.93,;
ESTADOS UNIDOS,TECUN UMAN,27/04/2019, 8703236900,2012,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26410.37,3169.24,;
ESTADOS UNIDOS,TECUN UMAN,28/04/2019, 8704229000,1999,FREIGHTLINER,FL70,5900,PESADO,CAMION FURGON,OCASIONAL,DIESEL,3,2,10,28191.44,3382.97,;
ESTADOS UNIDOS,EL CARMEN,29/04/2019, 8704315100,1994,TOYOTA,DX Xtracab 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29826.82,3579.22,;
JAPON,EL CARMEN,29/04/2019, 8704315100,1984,TOYOTA,XTRA CAB 4X4 SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,28671.8,3440.62,;
MEXICO,G1; INTEGRADA,01/05/2019, 8703236900,2016,MAZDA,MAZDA3 TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17878.06,2145.37,
JAPON,G1; INTEGRADA,01/05/2019, 8703237900,2010,NISSAN,ROGUE SL,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12224.77,1466.97,
ESTADOS UNIDOS,TECUN UMAN,30/04/2019, 8703237900,2006,SUBARU,B9 TRIBECA 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,26629.66,3195.56,;
ESTADOS UNIDOS,TECUN UMAN,30/04/2019, 8701200000,2006,FREIGHTLINER,ST120 ST120064S T C/CLASS,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,48361.9,5803.43,;
ESTADOS UNIDOS,TECUN UMAN,30/04/2019, 8701200000,2000,FREIGHTLINER,FLD120 D120064S T,14600,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,33057.5,3966.9,;
JAPON,SANTO TOMAS DE CASTILLA,30/04/2019, 8703236900,2008,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,7116.39,853.97,;
ESTADOS UNIDOS,TECUN UMAN,30/04/2019, 8703237900,2016,KIA,SORENTO EX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,114629.96,13755.6,;
ESTADOS UNIDOS,PUERTO BARRIOS,01/05/2019, 8703237900,2009,HONDA,CR-V EX-L 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25749.65,3089.96,;
ESTADOS UNIDOS,EL CARMEN,01/05/2019, 8702108000,1990,INTERNATIONAL,3800,5900,PESADO,BUS,OCASIONAL,DIESEL,61,2,3,44535.8,5344.3,;
JAPON,PUERTO BARRIOS,22/04/2019, 8703237900,2007,HONDA,CR-V EX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17575,2109,;
JAPON,EL CARMEN,22/04/2019, 8711209000,2009,KAWASAKI,KLX110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,1,0,0,7958.65,955.04,;
CANADA,PUERTO BARRIOS,22/04/2019, 8703236900,2010,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16943.34,2033.2,;
REINO UNIDO,PUERTO BARRIOS,22/04/2019, 8703237900,2005,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16079.91,1929.59,;
JAPON,TECUN UMAN,23/04/2019, 87051000002003,1998,UD NISSAN,1800,7400,PESADO,CAMION GRUA,OCASIONAL,DIESEL,2,2,6,32926.61,3951.19,;
FRANCIA,PUERTO BARRIOS,23/04/2019, 8703226900,2016,TOYOTA,YARIS LE,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28880.67,3465.68,;
ESTADOS UNIDOS,TECUN UMAN,23/04/2019, 8704315100,2016,NISSAN,FRONTIER KING CAB SV 2WD,2500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,82926.27,9951.15,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,23/04/2019, 8703249000,2008,HONDA,PILOT EX 4WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,8,4,0,33214.33,3985.72,;
JAPON,G8; CENTRALSA,24/04/2019, 8703226900,2005,SCION,XB,1500,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,17400.8,2088.1,
ESTADOS UNIDOS,PUERTO BARRIOS,25/04/2019, 8703248000,2014,HONDA,ODYSSEY EX-L,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,8,4,0,53783.87,6454.06,;
JAPON,SANTO TOMAS DE CASTILLA,25/04/2019, 8703226900,2006,SCION,xB,1500,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,12647.19,1517.66,;
ESTADOS UNIDOS,EL CARMEN,28/04/2019, 8704315100,1993,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29826.82,3579.22,;
ESTADOS UNIDOS,EL CARMEN,28/04/2019, 8702108000,2002,FREIGHTLINER,FS65,7200,PESADO,BUS,OCASIONAL,DIESEL,65,2,5,42366.28,5083.95,;
ESTADOS UNIDOS,EL CARMEN,28/04/2019, 8704315100,1994,TOYOTA,4X4 DX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29826.82,3579.22,;
ESTADOS UNIDOS,TECUN UMAN,28/04/2019, 87163900,2004,CLARCK,FLAT,0,PESADO,PLATAFORMA,OCASIONAL,OTROS,0,0,20,34551.33,4146.16,;
ESTADOS UNIDOS,TECUN UMAN,29/04/2019, 8704315100,1992,TOYOTA,REG. CAB  4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22015.01,2641.8,;
ESTADOS UNIDOS,TECUN UMAN,29/04/2019, 8716390000,2000,MONON,MA3-32-ST-53W,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,21556.36,5001.08,;
CANADA,PUERTO BARRIOS,01/05/2019, 8703236900,2007,HONDA,CIVIC SI,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18008.3,2161,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,F 750 GS,853,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,74917.55,8990.11,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,F 750 GS,853,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,79324.81,9518.98,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,122745.19,14729.42,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,122745.19,14729.42,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,123344.75,14801.37,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,124525.42,14943.05,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS ADVENTURE,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,132481.82,15897.82,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS ADVENTURE,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,130170.37,15620.44,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS ADVENTURE,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,130170.37,15620.44,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS ADVENTURE,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,130170.37,15620.44,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS ADVENTURE,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,133072.2,15968.66,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS ADVENTURE,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,131291.97,15755.04,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS ADVENTURE,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,131291.97,15755.04,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,125499.48,15059.94,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,125499.48,15059.94,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R 1250 GS,1254,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,126246.5,15149.58,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R NINET,1170,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,103659.97,12439.2,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R NINET PURE,1170,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,80799.33,9695.92,;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/05/2019, 8711509000,2019,BMW,R NINET SCRAMBLER,1170,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,90883.69,10906.04,;
ESTADOS UNIDOS,PUERTO BARRIOS,22/04/2019, 8703237900,2004,HONDA,ELEMENT EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,4,4,0,11881.7,1425.8,;
JAPON,PUERTO BARRIOS,23/04/2019, 8703237900,2014,TOYOTA,RAV-4 XLE AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,37165.68,4459.88,;
MEXICO,SANTO TOMAS DE CASTILLA,23/04/2019, 8703236900,2014,FORD,FIESTA SE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14133.29,1695.99,;
ESTADOS UNIDOS,EL CARMEN,25/04/2019, 8704315100,1994,TOYOTA,XTRA CAB 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29817.09,3578.05,;
COREA DEL SUR,TECUN UMAN,27/04/2019, 8703225900,2014,CHEVROLET,SPARK LS,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,4,0,26601.47,3192.18,;
JAPON,TECUN UMAN,29/04/2019, 8703236900,2003,TOYOTA,RAV4 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24537.56,2944.51,;
ESTADOS UNIDOS,EL CARMEN,30/04/2019, 8703249000,2005,HONDA,PILOT EX 4WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,32716.75,3926.01,;
MEXICO,PUERTO BARRIOS,30/04/2019, 8703236900,2015,NISSAN,VERSA S PLUS,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20808.55,2497.03,;
JAPON,PUERTO BARRIOS,30/04/2019, 8703237900,2007,HONDA,CR-V EX-L 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21935.34,2632.24,;
JAPON,SANTO TOMAS DE CASTILLA,30/04/2019, 8703237900,2018,MAZDA,CX-5 SPORT 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,48836.88,5860.43,;
ESTADOS UNIDOS,TECUN UMAN,30/04/2019, 87163900,1988,STOUGHTON,ASVW-485T-S-0,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,27700.96,3324.12,;
JAPON,PUERTO BARRIOS,01/05/2019, 8703226900,2011,MAZDA,MAZDA2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12726.07,1527.13,;
ESTADOS UNIDOS,TECUN UMAN,30/04/2019, 8703236900,2006,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10085.6,1210.27,;
CANADA,SANTO TOMAS DE CASTILLA,01/05/2019, 8703237900,2014,HONDA,CR-V EX-L 4X4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,34342,4121.04,;
JAPON,TECUN UMAN,01/05/2019, 8703226900,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23668.25,2840.19,;
JAPON,TECUN UMAN,22/04/2019, 8704229000,2004,NISSAN,UD2600,6900,PESADO,CAMION FURGON,OCASIONAL,DIESEL,3,2,10,40560.21,4867.23,;
ESTADOS UNIDOS,PUERTO BARRIOS,22/04/2019, 8704315100,2006,TOYOTA,TACOMA SR5 4X4,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,48124.77,5774.97,;
ESTADOS UNIDOS,G1; INTEGRADA,23/04/2019, 8703236900,2016,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,32615.9,3913.91,
JAPON,EL CARMEN,22/04/2019, 8704315100,1993,TOYOTA,DLX XTRACAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,12808.49,1537.02,;
COREA DEL SUR,PUERTO BARRIOS,22/04/2019, 8703225900,2013,CHEVROLET,SPARK LT,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,4,0,18895.42,2267.45,;
CANADA,PUERTO BARRIOS,22/04/2019, 8703237900,2015,TOYOTA,RAV4 LE AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,55566.88,6668.03,;
ESTADOS UNIDOS,PUERTO BARRIOS,22/04/2019, 8704315100,2004,NISSAN,FRONTIER XE KING CAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,15881,1905.72,;
ESTADOS UNIDOS,TECUN UMAN,23/04/2019, 8701200000,1993,KENWORTH,T800,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,48184.31,5782.12,;
ESTADOS UNIDOS,EL CARMEN,23/04/2019, 8704315100,1998,TOYOTA,TACOMA SR5 XTRA CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,13795.64,1655.48,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
CHINA,PUERTO QUETZAL,23/04/2019, 8711209000,2019,HONDA,CGL125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1057688.78,126922.65,;
JAPON,EL CARMEN,22/04/2019, 8703249000,2006,TOYOTA,4RUNNER SPORT EDITION 4WD,4700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,35680.79,4281.69,;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/04/2019, 8703237900,1995,MERCEDES-BENZ,C280,2800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,31481.89,3777.83,;
JAPON,TECUN UMAN,22/04/2019, 8703249000,2009,NISSAN,MURANO S 4X2,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23244.28,2789.31,;
ESTADOS UNIDOS,TECUN UMAN,22/04/2019, 87163900,2006,HERCULES,CH40GN,0,PESADO,PORTA CONTENEDOR,OCASIONAL,OTROS,0,0,20,23024.78,2762.97,;
ESTADOS UNIDOS,TECUN UMAN,22/04/2019, 87163900,1998,HYUNDAI,CGN48-305,0,PESADO,PORTA CONTENEDOR,OCASIONAL,OTROS,0,0,20,23024.78,2762.97,;
ESTADOS UNIDOS,TECUN UMAN,22/04/2019, 87163900,1998,HYUNDAI,CGN48-305,0,PESADO,PORTA CONTENEDOR,OCASIONAL,OTROS,0,0,20,23024.78,2762.97,;
ESTADOS UNIDOS,TECUN UMAN,22/04/2019, 87163900,1998,FLEXI-VAN,SIN LINEA,0,PESADO,PORTA CONTENEDOR,OCASIONAL,OTROS,0,0,20,23024.78,2762.97,;
ESTADOS UNIDOS,TECUN UMAN,22/04/2019, 87163900,2003,DORSY,HRI-23-RB,0,PESADO,PORTA CONTENEDOR,OCASIONAL,OTROS,0,0,20,23024.78,2762.97,;
ESTADOS UNIDOS,TECUN UMAN,22/04/2019, 87163900,2003,HRI,HRI-23-RB,0,PESADO,PORTA CONTENEDOR,OCASIONAL,OTROS,0,0,20,23024.78,2762.97,;
TAILANDIA,EL CARMEN,22/04/2019, 8703225900,2014,MITSUBISHI,MIRAGE ES,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12717,1526.04,;
CANADA,SANTO TOMAS DE CASTILLA,24/04/2019, 8703236900,2008,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15819.86,1898.38,;
ESTADOS UNIDOS,EL CARMEN,23/04/2019, 8704315100,1993,TOYOTA,REGULAR CAB DLX 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29807.27,3576.87,;
JAPON,EL CARMEN,23/04/2019, 8704315100,1989,TOYOTA,XTRA CAB 4X2 SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29422.29,3530.67,;
ESTADOS UNIDOS,PUERTO BARRIOS,23/04/2019, 8703237900,2009,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27296.16,3275.54,;
JAPON,EL CARMEN,23/04/2019, 8704315100,1995,TOYOTA,DX REGULAR CAB 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29807.27,3576.87,;
TAILANDIA,SANTO TOMAS DE CASTILLA,23/04/2019, 8703225900,2015,MITSUBISHI,MIRAGE DE,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21106.18,2532.74,;
ESTADOS UNIDOS,PUERTO BARRIOS,24/04/2019, 8711409000,2017,HARLEY-DAVIDSON,XG750A,750,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,24147.76,2897.73,;
