Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
ESTADOS UNIDOS,TECUN UMAN,16/09/2019, 8701200000,1997,INTERNATIONAL,9800 SFA,12700,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,42544.3,5105.32,;
JAPON,TECUN UMAN,14/09/2019, 8703236900,2012,SUZUKI,SX4 AWD,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,15013.82,1801.66,;
ESTADOS UNIDOS,TECUN UMAN,16/09/2019, 8701200000,1996,INTERNATIONAL,COF-9670,11100,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,46459.6,5575.15,;
ESTADOS UNIDOS,EL CARMEN,14/09/2019, 8703237900,2011,HONDA,CR-V EX-L 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32987.24,3958.47,;
JAPON,TECUN UMAN,14/09/2019, 8704315100,1994,TOYOTA,XTRACAB DLX 2WD,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,16031.18,1923.74,;
ESTADOS UNIDOS,TECUN UMAN,14/09/2019, 8703249000,2009,ACURA,TL,3500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22197.02,2663.64,;
COREA DEL SUR,EL CARMEN,14/09/2019, 8703236900,2007,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21426.29,2571.15,;
ESTADOS UNIDOS,TECUN UMAN,14/09/2019, 8701200000,2006,FREIGHTLINER,COLUMBIA 120,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,56417.44,6770.09,;
ESTADOS UNIDOS,TECUN UMAN,14/09/2019, 8701200000,2007,FREIGHTLINER,CENTURY CLASS ST120,14000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,56417.44,6770.09,;
JAPON,TECUN UMAN,14/09/2019, 8703249000,2007,MAZDA,CX-9 4X2,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,21680.63,2601.68,;
JAPON,TECUN UMAN,14/09/2019, 8703237900,2014,MAZDA,MAZDA6 i SPORT,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23376.24,2805.15,;
MEXICO,EL CARMEN,24/09/2019, 8703236900,2014,NISSAN,SENTRA SV,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,34914.07,4189.69,;
ESTADOS UNIDOS,TECUN UMAN,14/09/2019, 8701200000,2001,FREIGHTLINER,FLD112 D112064S T,10800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,20,29441.89,3533.03,;
CANADA,TECUN UMAN,14/09/2019, 8701200000,2006,STERLING,AT9500,12800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,20,46397.95,5567.75,;
JAPON,EL CARMEN,17/09/2019, 8703237900,2008,TOYOTA,RAV4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,35299.43,4235.93,;
JAPON,TECUN UMAN,14/09/2019, 8703249000,2008,TOYOTA,RAV4 2WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21410.88,2569.31,;
CANADA,TECUN UMAN,14/09/2019, 8703236900,2019,HONDA,CIVIC LX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,36732.99,4407.96,;
COREA DEL SUR,TECUN UMAN,14/09/2019, 8703225900,2015,CHEVROLET,SPARK 1LT,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,4,0,20293.32,2435.2,;
ALEMANIA REP. FED.,TECUN UMAN,14/09/2019, 8703236900,2013,AUDI,A4 2.0 T,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,35707.92,4284.95,;
JAPON,EL CARMEN,15/09/2019, 8703237900,2008,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29904.32,3588.52,;
JAPON,SANTO TOMAS DE CASTILLA,09/09/2019, 8704315100,1992,TOYOTA,DLX 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,30423.06,3650.77,;
CANADA,PUERTO BARRIOS,09/09/2019, 8703236900,2016,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,37539.99,4504.8,;
MEXICO,EL CARMEN,09/09/2019, 8703236900,2007,NISSAN,SENTRA 2.0,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28335.26,3400.23,;
REINO UNIDO,TECUN UMAN,09/09/2019, 8703237900,2003,HONDA,CR-V EX 4X4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18156.13,2178.74,;
JAPON,EL CARMEN,09/09/2019, 8704315100,1990,TOYOTA,DLX XTRA CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,28528.84,3423.46,;
COREA DEL SUR,TECUN UMAN,09/09/2019, 8703236900,2007,KIA,SPORTAGE LX  2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15746.09,1889.53,;
CANADA,TECUN UMAN,09/09/2019, 8703236900,2003,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15345.7,1841.48,;
COREA DEL SUR,PUERTO BARRIOS,09/09/2019, 8703236900,2008,HYUNDAI,ELANTRA GLS,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14230.39,1707.65,;
JAPON,TECUN UMAN,09/09/2019, 8703236900,2001,TOYOTA,RAV4 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13351.45,1602.17,;
JAPON,TECUN UMAN,09/09/2019, 8703236900,2002,TOYOTA,RAV4 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19311.1,2317.33,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
CHINA,PUERTO QUETZAL,10/09/2019, 8711209000,2020,ITALIKA,150Z,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,434952.54,52194.3,;
JAPON,EL CARMEN,01/10/2019, 8703236900,2000,HONDA,CR-V  EX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15115.83,1813.9,;
JAPON,EL CARMEN,01/10/2019, 8703249000,2003,TOYOTA,4RUNNER SR5 2WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25874.15,3104.9,;
ESTADOS UNIDOS,EL CARMEN,26/09/2019, 8703237300,1995,JEEP,WRANGLER S RIO GRANDE 4X4,2500,LIVIANO,JEEP,OCASIONAL,GASOLINA,5,2,0,24558.19,2946.98,;
JAPON,SANTO TOMAS DE CASTILLA,25/09/2019, 8711409000,2009,HONDA,VT750C2,750,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,12371.3,1484.56,;
JAPON,SANTO TOMAS DE CASTILLA,25/09/2019, 8703237900,2002,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13557.28,1626.87,;
JAPON,EL CARMEN,26/09/2019, 8703237900,2008,HONDA,CR-V 2WD EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,35369.97,4244.4,;
JAPON,TECUN UMAN,26/09/2019, 8711209000,2001,HONDA,XR200R,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7995.77,959.49,;
JAPON,EL CARMEN,26/09/2019, 8704315100,1986,TOYOTA,SR5 XTRA CAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,28741.03,3448.92,;
JAPON,G8; CENTRALSA,26/09/2019, 8703237900,2008,TOYOTA,RAV4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21260.59,2551.27,
ESTADOS UNIDOS,TECUN UMAN,26/09/2019, 8704315100,1998,TOYOTA,TACOMA REGULAR CAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,20696.84,2483.62,;
MEXICO,SANTO TOMAS DE CASTILLA,25/09/2019, 8703236900,2016,NISSAN,VERSA SV,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17190.88,2062.91,;
JAPON,G8; CENTRALSA,26/09/2019, 8703226900,2013,HONDA,FIT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12842.85,1541.14,
JAPON,SANTO TOMAS DE CASTILLA,25/09/2019, 8703236900,2014,MAZDA,MAZDA3 I GRAND TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22883.21,2745.99,;
COREA DEL SUR,G8; CENTRALSA,27/09/2019, 8703236900,2014,HYUNDAI,ELANTRA GT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27570.04,3308.4,
TAILANDIA,G8; CENTRALSA,27/09/2019, 8703225900,2015,MITSUBISHI,MIRAGE ES,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14966.59,1795.99,
JAPON,G1; INTEGRADA,26/09/2019, 8703237900,2008,HONDA,CRV EXL 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,28037.8,3364.54,
CANADA,G8; CENTRALSA,26/09/2019, 8703237900,2014,TOYOTA,RAV4 LE,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,40683.18,4881.98,
JAPON,G8; CENTRALSA,26/09/2019, 8703226900,2012,HONDA,FIT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16665.59,1999.87,
COREA DEL SUR,G8; CENTRALSA,27/09/2019, 8703225900,2014,CHEVROLET,SPARK LT,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,4,0,16433.91,1972.07,
JAPON,G8; CENTRALSA,27/09/2019, 8703237900,2006,HONDA,CR-V EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20372.48,2444.7,
JAPON,G8; CENTRALSA,27/09/2019, 8703236900,2009,MITSUBISHI,LANCER ES,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14824.8,1778.98,
JAPON,G8; CENTRALSA,27/09/2019, 8703236900,2016,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12312.77,1477.53,
JAPON,EL CARMEN,01/10/2019, 8704229000,2001,HINO,FE2620,8000,PESADO,CAMION,OCASIONAL,DIESEL,3,2,10,51237.48,6148.5,;
JAPON,EL CARMEN,01/10/2019, 8711309000,2017,KAWASAKI,NINJA EX300,300,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,8707.28,1044.87,;
CANADA,G1; INTEGRADA,01/10/2019, 8703237900,2010,TOYOTA,RAV4 LIMITED 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,40753.76,4890.45,
ESTADOS UNIDOS,EL CARMEN,01/10/2019, 8703236900,2005,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15711.79,1885.41,;
ALEMANIA REP. FED.,PUERTO BARRIOS,01/10/2019, 8703236900,2012,VOLKSWAGEN,GTI,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,20563.87,2467.66,;
COREA DEL SUR,PUERTO QUETZAL,01/10/2019, 8702107000,2003,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,26075.39,3129.05,;
JAPON,EL CARMEN,01/10/2019, 8704315100,1991,TOYOTA,DLX 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,29911.08,3589.33,;
COREA DEL SUR,PUERTO QUETZAL,01/10/2019, 8703337000,2002,HYUNDAI,TERRACAN 4X4,2900,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,7,5,0,21392.81,2567.14,;
COREA DEL SUR,PUERTO QUETZAL,01/10/2019, 8703327300,2003,HYUNDAI,TERRACAN 4X4,2500,LIVIANO,CAMIONETA,OCASIONAL,DIESEL,7,5,0,20270.54,2432.46,;
